DefendantID,BondPowerNumber,PrintDate,LastPaymentDate,TotalBilled,TotalReceived,AccountBalance,BondBalance,CustomersLastName,CustomersFirstName,CustomersSSN,CustomersAddress1,CustomersCity,CustomersState,CustomersZIP,CustomersDOB,CustomersPhone,CustomersEMail,CustomerCompleteAddress,CosignersLastName,CosignersFirstName,CosignersSSN,CosignersAddress1,CosignersCity,CosignersState,CosignersZIP,CosignersCompleteAddress,CosignersDOB,CosignersPhone,CosignersEmail,PlanAmount,Frequency,PaymentDueDate,NextPaymentDueAmount,LastPaymentAmount,BondDate,EmployerName,Occupation,EmployerAddress,EmployerCity,EmployerStateID,EmployerZip,EmployerPhone,LengthOfEmployment,OwnerName,InsurerName,Total_Premium,Total_AR,Relationship,BondAmount,FullName
2702520,FCS666-8147259,06/23/2024,07/12/2022,3000,2193,807,807,Harris,Elizabeth,566-69-3274,6689 Walnut St,Denver,CO,80014,12/06/1980,(245) 422-6252,elizabeth.harris2520@testmail.com,HOME 6689 Walnut St Denver CO 80014,,,,,,,,,,,,100,Weekly,2022-10-09,100,27,01/25/2018,United Legal Group,Receptionist,5566 Cherry Ln,Jacksonville,FL,32099,(823) 691-6106,17 years,UNITED LEGAL GROUP,Liberty Bonds Co.,1800,908,Spouse,90000,Elizabeth Harris
2702521,FCS287-4000758,12/27/2023,06/25/2014,2500,1149,1351,1351,Hernandez,Betty,778-76-1888,2907 Lakeview Dr,Nashville,TN,37201,01/24/1994,(992) 234-3132,betty.hernandez2521@testmail.com,HOME 2907 Lakeview Dr Nashville TN 37201,Lee,William,215-75-8912,9492 2nd St,San Francisco,CA,94101.0,HOME 9492 2nd St San Francisco CA 94101,04/23/1985,(532) 803-3494,william.lee5042@emailtest.org,400,Weekly,2025-11-09,400,222,06/01/2021,St. Francis Sr. Residence (NLE),Software Engineer,9512 Pine Ave,Columbus,OH,43085,(799) 603-1250,2 years,PRIMARY OWNER INC,National Bonding,1800,1143,Co-signer,50000,Betty Hernandez
2702522,FCS103-2182122,08/28/2025,03/04/2013,9000,4444,4556,4556,Jones,Nancy,468-90-4025,7047 Sunset Blvd,New York,NY,10001,03/30/1978,(274) 696-6450,nancy.jones2522@emailtest.org,HOME 7047 Sunset Blvd New York NY 10001,,,,,,,,,,,,150,Weekly,2021-06-12,150,121,12/28/2019,Main St Manufacturing,Customer Service,2531 Maple Ave,San Jose,CA,95101,(601) 354-1842,19 years,UNITED LEGAL GROUP,United Surety,1800,209,Mother,100000,Nancy Jones
2702523,FCS518-8047801,09/30/2024,09/24/2011,1000,454,546,546,Smith,Robert,314-31-3500,5709 2nd St,Nashville,TN,37201,03/21/1983,(657) 357-9715,robert.smith2523@mail.com,HOME 5709 2nd St Nashville TN 37201,,,,,,,,,,,,500,Monthly,2021-09-01,500,58,08/31/2019,Global Services LLC,Electrician,5877 Forest Ave,Los Angeles,CA,90001,(853) 512-9645,12 years,UNITED LEGAL GROUP 3RD PARTY COLL,United Surety,1800,1116,Mother,90000,Robert Smith
2702524,FCS124-5877335,03/30/2024,04/25/2013,4500,1419,3081,3081,Anderson,John,583-59-8409,9973 Walnut St,San Francisco,CA,94101,06/27/1957,(695) 536-4878,john.anderson2524@example.com,HOME 9973 Walnut St San Francisco CA 94101,,,,,,,,,,,,100,Bi-Weekly,2021-07-21,100,81,12/28/2020,Global Services LLC,Plumber,4701 Hillcrest Rd,Dallas,TX,75201,(577) 289-8890,1 years,OWNER NAME LLC,"Financial Casualty & Surety, Inc.",900,399,Father,100000,John Anderson
2702525,FCS328-5107803,07/19/2025,08/03/2012,1500,680,820,820,Harris,Sarah,358-36-1714,1969 Lakeview Dr,Chicago,IL,60601,11/22/1971,(486) 766-8820,sarah.harris2525@testmail.com,HOME 1969 Lakeview Dr Chicago IL 60601,Thomas,Robert,378-84-4530,5460 Cedar Ln,San Jose,CA,95101.0,HOME 5460 Cedar Ln San Jose CA 95101,07/06/1950,(497) 433-9576,robert.thomas5050@testmail.com,100,Monthly,2021-01-06,100,39,06/15/2023,Main St Manufacturing,Electrician,265 Walnut St,San Jose,CA,95101,(475) 742-9196,1 years,UNITED LEGAL GROUP 3RD PARTY COLL,National Bonding,900,471,Sibling,75000,Sarah Harris
2702526,FCS560-9435925,12/21/2024,10/05/2014,9000,2560,6440,6440,Hernandez,Matthew,129-91-5885,2344 Sunset Blvd,Detroit,MI,48201,03/24/1956,(513) 563-3979,matthew.hernandez2526@emailtest.org,HOME 2344 Sunset Blvd Detroit MI 48201,,,,,,,,,,,,150,Bi-Weekly,2021-12-06,150,1,08/14/2024,St. Francis Sr. Residence (NLE),Software Engineer,606 Spruce St,San Antonio,TX,78201,(734) 935-9946,13 years,PRIMARY OWNER INC,Liberty Bonds Co.,1200,1178,Co-signer,50000,Matthew Hernandez
2702527,FCS624-7607820,10/29/2024,05/16/2019,1500,516,984,984,Clark,James,875-34-6345,4559 Sunset Blvd,New York,NY,10001,04/23/1986,(228) 221-6519,james.clark2527@mail.com,HOME 4559 Sunset Blvd New York NY 10001,Harris,Sarah,705-70-5859,8889 Birch St,Washington,DC,20001.0,HOME 8889 Birch St Washington DC 20001,04/28/1984,(270) 365-2194,sarah.harris5054@example.com,400,Weekly,2024-12-25,400,270,03/24/2025,United Legal Group,Customer Service,7720 Walnut St,San Diego,CA,92101,(802) 648-4449,20 years,PRIMARY OWNER INC,"Financial Casualty & Surety, Inc.",900,873,Mother,50000,James Clark
2702528,FCS632-5069043,09/11/2024,10/27/2018,6000,1736,4264,4264,Anderson,James,205-23-1953,2670 Ridgeway Dr,Detroit,MI,48201,01/02/1963,(888) 812-7396,james.anderson2528@testmail.com,HOME 2670 Ridgeway Dr Detroit MI 48201,,,,,,,,,,,,250,Weekly,2023-05-22,250,59,06/11/2023,United Legal Group,Accountant,1285 Walnut St,Detroit,MI,48201,(991) 900-3548,0 years,PRIMARY OWNER INC,"Financial Casualty & Surety, Inc.",1200,778,Co-signer,100000,James Anderson
2702529,FCS659-5584217,12/16/2024,09/08/2019,4500,1179,3321,3321,Anderson,Matthew,205-36-2043,2321 Hillcrest Rd,Los Angeles,CA,90001,09/16/1959,(434) 947-3995,matthew.anderson2529@dummyemail.com,HOME 2321 Hillcrest Rd Los Angeles CA 90001,,,,,,,,,,,,500,Monthly,2022-02-23,500,457,03/22/2022,Global Services LLC,Plumber,6117 Oak St,San Diego,CA,92101,(649) 570-3958,7 years,OWNER NAME LLC,United Surety,1200,536,Sister,150000,Matthew Anderson
2702530,FCS775-4095673,12/29/2023,05/25/2022,4500,3798,702,702,Hernandez,Daniel,135-25-4909,3306 Hillcrest Rd,San Jose,CA,95101,04/28/1969,(888) 640-7066,daniel.hernandez2530@emailtest.org,HOME 3306 Hillcrest Rd San Jose CA 95101,,,,,,,,,,,,350,Monthly,2021-10-03,350,254,08/09/2020,United Legal Group,Dietary Aide,5355 Spruce St,El Paso,TX,79901,(728) 559-2269,8 years,OWNER NAME LLC,ABC Insurance Co.,1500,109,Employer,150000,Daniel Hernandez
2702531,FCS447-7208045,02/28/2024,02/27/2015,1500,454,1046,1046,Taylor,Mark,362-38-7696,6336 Pine Ave,Chicago,IL,60601,06/10/1967,(568) 907-9344,mark.taylor2531@emailtest.org,HOME 6336 Pine Ave Chicago IL 60601,,,,,,,,,,,,350,Bi-Weekly,2023-06-29,350,337,06/03/2023,Acme Corp,Retail Clerk,2809 4th St,Charlotte,NC,28201,(559) 884-9929,19 years,UNITED LEGAL GROUP 3RD PARTY COLL,"Financial Casualty & Surety, Inc.",500,58,Parent,150000,Mark Taylor
2702532,FCS205-6614493,12/16/2023,01/02/2019,1800,1108,692,692,Robinson,David,672-85-4749,815 2nd St,Phoenix,AZ,85001,01/29/1959,(211) 648-2148,david.robinson2532@example.com,HOME 815 2nd St Phoenix AZ 85001,,,,,,,,,,,,500,Bi-Weekly,2024-03-04,500,426,01/31/2022,St. Francis Sr. Residence (NLE),Plumber,8291 Hillcrest Rd,Austin,TX,73301,(617) 449-5503,15 years,OWNER NAME LLC,Liberty Bonds Co.,900,756,Father,75000,David Robinson
2702533,FCS162-1615571,06/25/2025,08/07/2015,1000,429,571,571,Davis,Michael,671-58-2708,7131 Oak St,Phoenix,AZ,85001,10/27/1963,(350) 661-5458,michael.davis2533@mail.com,HOME 7131 Oak St Phoenix AZ 85001,,,,,,,,,,,,150,Bi-Weekly,2023-12-25,150,46,09/08/2023,Global Services LLC,Warehouse Worker,1295 Oak St,Oklahoma City,OK,73101,(564) 911-1427,2 years,OWNER NAME LLC,ABC Insurance Co.,1200,647,Parent,75000,Michael Davis
2702534,FCS183-4433775,10/11/2025,02/16/2023,2000,1986,14,14,Taylor,Mary,354-38-4180,3617 Hillcrest Rd,Columbus,OH,43085,12/06/1962,(376) 618-5117,mary.taylor2534@mail.com,HOME 3617 Hillcrest Rd Columbus OH 43085,Johnson,Anthony,875-99-2727,8020 Sunset Blvd,Philadelphia,PA,19101.0,HOME 8020 Sunset Blvd Philadelphia PA 19101,07/02/1972,(831) 302-5612,anthony.johnson5068@testmail.com,500,Monthly,2023-12-16,500,102,06/23/2024,United Legal Group,Chef,6650 Cherry Ln,Los Angeles,CA,90001,(656) 636-3656,16 years,UNITED LEGAL GROUP 3RD PARTY COLL,National Bonding,1800,709,Sibling,50000,Mary Taylor
2702535,FCS449-3294144,09/28/2024,02/09/2025,2500,40,2460,2460,Lee,Sarah,402-73-8263,1882 Main St,Los Angeles,CA,90001,11/14/1962,(655) 548-9114,sarah.lee2535@emailtest.org,HOME 1882 Main St Los Angeles CA 90001,,,,,,,,,,,,400,Weekly,2023-07-31,400,345,06/15/2021,Main St Manufacturing,Teacher,2075 Spruce St,Dallas,TX,75201,(834) 250-3056,9 years,OWNER NAME LLC,National Bonding,1800,892,Sibling,90000,Sarah Lee
2702536,FCS296-7620441,09/16/2025,06/24/2021,4500,1763,2737,2737,Anderson,Mary,268-79-8414,2218 Walnut St,Oklahoma City,OK,73101,11/17/1981,(665) 850-4548,mary.anderson2536@example.com,HOME 2218 Walnut St Oklahoma City OK 73101,,,,,,,,,,,,200,Weekly,2025-01-13,200,158,01/30/2017,United Legal Group,Nurse,3768 Lakeview Dr,Seattle,WA,98101,(588) 973-1977,14 years,OWNER NAME LLC,Liberty Bonds Co.,1200,827,Sibling,75000,Mary Anderson
2702537,FCS268-3270623,10/17/2024,12/08/2016,2500,1537,963,963,Sanchez,Mark,765-41-7596,3302 4th St,Nashville,TN,37201,03/13/1962,(588) 621-2681,mark.sanchez2537@emailtest.org,HOME 3302 4th St Nashville TN 37201,,,,,,,,,,,,400,Monthly,2021-12-23,400,1,12/03/2017,Acme Corp,Nurse,5245 4th St,Seattle,WA,98101,(464) 476-8086,14 years,PRIMARY OWNER INC,National Bonding,1200,926,Parent,100000,Mark Sanchez
2702538,FCS609-7241371,12/17/2024,09/21/2023,2500,2090,410,410,Lee,Barbara,536-49-5095,418 4th St,Indianapolis,IN,46201,03/06/1995,(814) 970-1887,barbara.lee2538@emailtest.org,HOME 418 4th St Indianapolis IN 46201,Johnson,David,780-58-5808,1066 Washington St,San Antonio,TX,78201.0,HOME 1066 Washington St San Antonio TX 78201,04/04/1999,(938) 563-7284,david.johnson5076@mail.com,400,Bi-Weekly,2024-09-06,400,329,05/31/2016,Main St Manufacturing,Customer Service,9428 Ridgeway Dr,Austin,TX,73301,(292) 506-7004,14 years,OWNER NAME LLC,ABC Insurance Co.,1800,205,Sibling,50000,Barbara Lee
2702539,FCS853-6444582,08/13/2025,04/17/2020,1000,332,668,668,Gonzalez,Robert,558-20-7823,9788 Walnut St,Charlotte,NC,28201,07/05/1999,(952) 272-9143,robert.gonzalez2539@dummyemail.com,HOME 9788 Walnut St Charlotte NC 28201,,,,,,,,,,,,250,Monthly,2022-08-02,250,140,12/02/2016,United Legal Group,Software Engineer,8114 3rd St,Jacksonville,FL,32099,(636) 241-6313,0 years,OWNER NAME LLC,"Financial Casualty & Surety, Inc.",1500,688,Parent,90000,Robert Gonzalez
2702540,FCS563-3340704,12/12/2023,12/01/2014,2500,463,2037,2037,Clark,Margaret,867-89-1447,5844 Washington St,Fort Worth,TX,76101,07/08/1963,(642) 407-7371,margaret.clark2540@mail.com,HOME 5844 Washington St Fort Worth TX 76101,,,,,,,,,,,,400,Weekly,2021-02-14,400,185,02/10/2023,United Legal Group,Mechanic,2622 Forest Ave,Columbus,OH,43085,(898) 606-7059,9 years,UNITED LEGAL GROUP 3RD PARTY COLL,National Bonding,500,55,Parent,100000,Margaret Clark
2702541,FCS150-8941394,05/14/2025,09/13/2013,1500,219,1281,1281,Wilson,Jessica,379-40-8107,633 Birch St,Charlotte,NC,28201,01/13/1982,(342) 470-8608,jessica.wilson2541@testmail.com,HOME 633 Birch St Charlotte NC 28201,Lee,Betty,171-32-8306,2836 Forest Ave,Seattle,WA,98101.0,HOME 2836 Forest Ave Seattle WA 98101,12/25/1988,(687) 309-4973,betty.lee5082@mail.com,200,Weekly,2023-07-15,200,90,09/08/2018,United Legal Group,Electrician,9605 Main St,New York,NY,10001,(579) 604-8676,9 years,UNITED LEGAL GROUP 3RD PARTY COLL,National Bonding,900,662,Sister,90000,Jessica Wilson
2702542,FCS780-4471797,12/27/2023,03/24/2018,1000,285,715,715,Moore,William,308-82-2070,7819 Washington St,Detroit,MI,48201,01/01/1954,(222) 773-7444,william.moore2542@testmail.com,HOME 7819 Washington St Detroit MI 48201,,,,,,,,,,,,500,Weekly,2023-06-25,500,295,05/26/2021,St. Francis Sr. Residence (NLE),Software Engineer,1685 Ridgeway Dr,San Francisco,CA,94101,(459) 335-5338,6 years,OWNER NAME LLC,"Financial Casualty & Surety, Inc.",1200,862,Sibling,150000,William Moore
2702543,FCS249-4065144,03/26/2025,08/21/2015,1000,645,355,355,Thomas,Mark,355-89-4925,7444 Oak St,San Francisco,CA,94101,11/15/1968,(488) 772-6299,mark.thomas2543@dummyemail.com,HOME 7444 Oak St San Francisco CA 94101,,,,,,,,,,,,300,Weekly,2024-01-21,300,1,01/17/2023,St. Francis Sr. Residence (NLE),Waiter,7925 Sunset Blvd,Denver,CO,80014,(805) 424-8228,11 years,UNITED LEGAL GROUP,National Bonding,900,503,Spouse,150000,Mark Thomas
2702544,FCS482-7177597,05/30/2024,08/01/2012,4500,3228,1272,1272,Ramirez,Betty,456-17-5768,3855 Hillcrest Rd,Dallas,TX,75201,05/23/1998,(497) 610-8140,betty.ramirez2544@example.com,HOME 3855 Hillcrest Rd Dallas TX 75201,,,,,,,,,,,,500,Bi-Weekly,2021-05-18,500,208,07/31/2017,United Legal Group,Security Guard,3105 Sunset Blvd,Indianapolis,IN,46201,(358) 786-9227,2 years,OWNER NAME LLC,ABC Insurance Co.,500,65,Mother,75000,Betty Ramirez
2702545,FCS843-6994831,03/22/2025,06/06/2018,1800,371,1429,1429,Robinson,Susan,281-50-6188,4941 Court St,San Diego,CA,92101,08/12/1960,(524) 377-3288,susan.robinson2545@emailtest.org,HOME 4941 Court St San Diego CA 92101,Brown,Margaret,198-72-7275,8877 Forest Ave,Houston,TX,77001.0,HOME 8877 Forest Ave Houston TX 77001,11/05/1966,(557) 261-9966,margaret.brown5090@testmail.com,300,Weekly,2024-07-11,300,39,06/14/2017,Acme Corp,Plumber,7155 Spruce St,Seattle,WA,98101,(254) 904-1954,3 years,PRIMARY OWNER INC,Liberty Bonds Co.,900,118,Employer,75000,Susan Robinson
2702546,FCS572-8746198,12/05/2023,03/10/2013,2500,885,1615,1615,Jackson,Thomas,262-11-5962,4932 Birch St,San Antonio,TX,78201,08/09/1978,(748) 541-3094,thomas.jackson2546@example.com,HOME 4932 Birch St San Antonio TX 78201,,,,,,,,,,,,150,Monthly,2021-07-26,150,126,05/31/2025,Main St Manufacturing,Waiter,2853 Oak St,Charlotte,NC,28201,(690) 239-6754,15 years,UNITED LEGAL GROUP,ABC Insurance Co.,1800,961,Co-signer,75000,Thomas Jackson
2702547,FCS324-4606929,09/03/2025,04/25/2018,4500,2989,1511,1511,Miller,Joseph,256-85-6002,6491 Main St,Houston,TX,77001,06/13/1963,(949) 725-9767,joseph.miller2547@testmail.com,HOME 6491 Main St Houston TX 77001,,,,,,,,,,,,400,Weekly,2024-02-21,400,324,06/22/2018,United Legal Group,Electrician,4397 Cherry Ln,Detroit,MI,48201,(384) 636-8846,1 years,UNITED LEGAL GROUP,ABC Insurance Co.,1500,1276,Spouse,150000,Joseph Miller
2702548,FCS596-5048577,06/14/2024,08/05/2025,2000,1094,906,906,Williams,Christopher,831-58-8813,5953 Oak St,Charlotte,NC,28201,04/29/2000,(434) 909-9417,christopher.williams2548@emailtest.org,HOME 5953 Oak St Charlotte NC 28201,,,,,,,,,,,,350,Bi-Weekly,2024-01-08,350,310,11/07/2022,St. Francis Sr. Residence (NLE),Chef,5472 Hillcrest Rd,Fort Worth,TX,76101,(923) 613-6633,4 years,OWNER NAME LLC,National Bonding,1800,941,Co-signer,75000,Christopher Williams
2702549,FCS835-5154831,08/04/2025,10/13/2025,4500,3475,1025,1025,Williams,Mary,148-30-6561,6622 3rd St,Indianapolis,IN,46201,12/19/1964,(835) 802-8186,mary.williams2549@dummyemail.com,HOME 6622 3rd St Indianapolis IN 46201,,,,,,,,,,,,500,Monthly,2022-06-20,500,222,09/04/2021,Main St Manufacturing,Plumber,6567 Washington St,Phoenix,AZ,85001,(677) 673-6523,8 years,UNITED LEGAL GROUP 3RD PARTY COLL,United Surety,1200,734,Spouse,150000,Mary Williams
2702550,FCS748-4252222,08/11/2024,03/20/2023,2500,11,2489,2489,Gonzalez,Michael,230-80-6327,5400 Hillcrest Rd,San Jose,CA,95101,04/29/1973,(694) 779-3052,michael.gonzalez2550@emailtest.org,HOME 5400 Hillcrest Rd San Jose CA 95101,,,,,,,,,,,,500,Monthly,2024-02-12,500,85,03/10/2024,Global Services LLC,Electrician,9389 Court St,Houston,TX,77001,(346) 877-2479,3 years,PRIMARY OWNER INC,National Bonding,1800,682,Friend,75000,Michael Gonzalez
2702551,FCS716-3737794,07/17/2025,03/07/2019,6000,5631,369,369,White,Sarah,495-54-1292,9936 Forest Ave,El Paso,TX,79901,10/01/1961,(526) 602-4485,sarah.white2551@example.com,HOME 9936 Forest Ave El Paso TX 79901,,,,,,,,,,,,100,Monthly,2021-01-28,100,4,07/21/2018,Main St Manufacturing,Teacher,515 Walnut St,Dallas,TX,75201,(312) 378-8102,20 years,UNITED LEGAL GROUP 3RD PARTY COLL,"Financial Casualty & Surety, Inc.",1800,183,Spouse,75000,Sarah White
2702552,FCS175-3328548,05/09/2025,12/05/2011,6000,5469,531,531,Jones,Christopher,708-88-5973,4708 Walnut St,Dallas,TX,75201,04/15/1984,(998) 365-3904,christopher.jones2552@dummyemail.com,HOME 4708 Walnut St Dallas TX 75201,,,,,,,,,,,,400,Bi-Weekly,2021-01-28,400,255,03/16/2020,United Legal Group,Plumber,6482 Lakeview Dr,Boston,MA,2101,(289) 723-7558,7 years,PRIMARY OWNER INC,United Surety,1200,643,Employer,100000,Christopher Jones
2702553,FCS112-7977617,12/22/2023,01/21/2025,6000,4097,1903,1903,Lopez,Mary,418-10-8242,1946 Elm St,Denver,CO,80014,11/23/1996,(833) 808-8976,mary.lopez2553@emailtest.org,HOME 1946 Elm St Denver CO 80014,Thomas,John,829-64-3354,1436 Ridgeway Dr,Indianapolis,IN,46201.0,HOME 1436 Ridgeway Dr Indianapolis IN 46201,02/07/1986,(680) 438-2363,john.thomas5106@testmail.com,350,Weekly,2021-02-07,350,337,10/06/2025,United Legal Group,Construction Worker,1890 Forest Ave,Phoenix,AZ,85001,(415) 573-3773,10 years,OWNER NAME LLC,ABC Insurance Co.,900,35,Father,50000,Mary Lopez
2702554,FCS289-9345489,10/01/2024,06/26/2024,12000,3951,8049,8049,Williams,Karen,715-16-1113,1685 Pine Ave,Phoenix,AZ,85001,12/25/1995,(475) 970-1886,karen.williams2554@example.com,HOME 1685 Pine Ave Phoenix AZ 85001,,,,,,,,,,,,500,Monthly,2025-09-06,500,113,10/20/2018,Acme Corp,Mechanic,8270 Cherry Ln,Boston,MA,2101,(916) 843-6984,5 years,UNITED LEGAL GROUP,National Bonding,1800,1789,Spouse,150000,Karen Williams
2702555,FCS955-3627555,01/03/2025,05/11/2022,1500,650,850,850,Jones,William,343-79-3945,9640 Pine Ave,Denver,CO,80014,05/16/1987,(823) 720-9979,william.jones2555@example.com,HOME 9640 Pine Ave Denver CO 80014,,,,,,,,,,,,150,Weekly,2023-12-15,150,17,04/22/2021,St. Francis Sr. Residence (NLE),Retail Clerk,2011 Forest Ave,Washington,DC,20001,(316) 788-8625,14 years,UNITED LEGAL GROUP 3RD PARTY COLL,Liberty Bonds Co.,1200,555,Friend,90000,William Jones
2702556,FCS584-9504033,04/10/2024,10/28/2012,6000,5530,470,470,Miller,Lisa,669-82-2888,4747 Forest Ave,Jacksonville,FL,32099,11/13/1950,(561) 620-6078,lisa.miller2556@mail.com,HOME 4747 Forest Ave Jacksonville FL 32099,Rodriguez,William,531-48-3530,8668 Ridgeway Dr,Denver,CO,80014.0,HOME 8668 Ridgeway Dr Denver CO 80014,03/05/1973,(347) 921-6569,william.rodriguez5112@mail.com,200,Bi-Weekly,2021-08-23,200,177,06/18/2016,Main St Manufacturing,Retail Clerk,4845 Cedar Ln,El Paso,TX,79901,(851) 556-9717,9 years,OWNER NAME LLC,ABC Insurance Co.,1800,1168,Parent,75000,Lisa Miller
2702557,FCS838-9027090,06/07/2025,09/23/2011,6000,4048,1952,1952,Jones,Robert,381-42-2790,4681 Birch St,San Diego,CA,92101,11/17/1966,(387) 675-9503,robert.jones2557@emailtest.org,HOME 4681 Birch St San Diego CA 92101,,,,,,,,,,,,300,Bi-Weekly,2025-05-06,300,112,02/29/2016,Acme Corp,Retail Clerk,7256 4th St,El Paso,TX,79901,(802) 767-8987,11 years,PRIMARY OWNER INC,ABC Insurance Co.,1200,1000,Sibling,90000,Robert Jones
2702558,FCS903-3607216,12/01/2024,07/24/2023,9000,7694,1306,1306,Rodriguez,Susan,120-15-7467,9488 Spruce St,Dallas,TX,75201,02/22/1989,(828) 225-2863,susan.rodriguez2558@dummyemail.com,HOME 9488 Spruce St Dallas TX 75201,Jones,Nancy,836-40-8417,258 Pine Ave,Oklahoma City,OK,73101.0,HOME 258 Pine Ave Oklahoma City OK 73101,02/23/1998,(497) 271-6533,nancy.jones5116@testmail.com,150,Weekly,2021-02-15,150,89,08/22/2024,St. Francis Sr. Residence (NLE),Warehouse Worker,8088 Ridgeway Dr,San Francisco,CA,94101,(727) 586-2360,20 years,OWNER NAME LLC,ABC Insurance Co.,1200,1025,Mother,100000,Susan Rodriguez
2702559,FCS491-3669400,12/24/2024,08/16/2024,1000,910,90,90,Williams,Charles,185-88-8066,4039 Elm St,San Diego,CA,92101,10/21/1984,(990) 988-3597,charles.williams2559@testmail.com,HOME 4039 Elm St San Diego CA 92101,Wilson,Thomas,317-14-8410,1096 Maple Ave,Boston,MA,2101.0,HOME 1096 Maple Ave Boston MA 02101,02/27/1996,(415) 999-3031,thomas.wilson5118@dummyemail.com,500,Weekly,2021-02-28,500,454,08/18/2018,United Legal Group,Driver,3882 Maple Ave,Columbus,OH,43085,(513) 785-6510,17 years,UNITED LEGAL GROUP,United Surety,1800,159,Mother,50000,Charles Williams
2702560,FCS429-1253255,06/24/2024,02/16/2012,6000,771,5229,5229,Martinez,Lisa,528-15-2840,695 4th St,Washington,DC,20001,03/07/1981,(726) 684-3750,lisa.martinez2560@testmail.com,HOME 695 4th St Washington DC 20001,Williams,Matthew,743-20-4970,9482 Cherry Ln,Detroit,MI,48201.0,HOME 9482 Cherry Ln Detroit MI 48201,11/05/1960,(211) 416-2264,matthew.williams5120@example.com,350,Monthly,2025-04-14,350,295,03/15/2020,Main St Manufacturing,Nurse,5191 Spruce St,Oklahoma City,OK,73101,(797) 909-2867,0 years,UNITED LEGAL GROUP,Liberty Bonds Co.,1200,485,Sibling,100000,Lisa Martinez
2702561,FCS960-4469894,03/03/2024,03/30/2017,1800,535,1265,1265,Lewis,Linda,651-28-3434,4322 Sunset Blvd,Philadelphia,PA,19101,02/04/1980,(307) 583-4937,linda.lewis2561@emailtest.org,HOME 4322 Sunset Blvd Philadelphia PA 19101,Harris,Mary,280-49-1491,9948 Cherry Ln,Austin,TX,73301.0,HOME 9948 Cherry Ln Austin TX 73301,06/21/1956,(939) 604-1426,mary.harris5122@dummyemail.com,400,Bi-Weekly,2024-10-02,400,137,03/01/2024,United Legal Group,Teacher,1728 Lakeview Dr,Boston,MA,2101,(922) 989-1033,19 years,UNITED LEGAL GROUP,ABC Insurance Co.,1500,982,Employer,50000,Linda Lewis
2702562,FCS887-2378811,07/31/2025,10/22/2016,1800,329,1471,1471,Lopez,Thomas,233-32-1607,5201 Washington St,San Diego,CA,92101,09/30/1950,(852) 205-7356,thomas.lopez2562@mail.com,HOME 5201 Washington St San Diego CA 92101,Smith,David,375-66-9887,2384 Cherry Ln,San Francisco,CA,94101.0,HOME 2384 Cherry Ln San Francisco CA 94101,08/03/1957,(514) 959-6659,david.smith5124@dummyemail.com,250,Weekly,2024-06-07,250,72,08/20/2020,Acme Corp,Driver,7189 Cherry Ln,Detroit,MI,48201,(868) 887-6116,19 years,OWNER NAME LLC,United Surety,500,318,Sister,50000,Thomas Lopez
2702563,FCS560-8419752,07/26/2024,05/09/2021,4500,3322,1178,1178,Wilson,James,269-57-4357,7611 Cherry Ln,Philadelphia,PA,19101,09/03/1975,(526) 660-5611,james.wilson2563@testmail.com,HOME 7611 Cherry Ln Philadelphia PA 19101,,,,,,,,,,,,350,Monthly,2024-04-27,350,192,04/28/2020,St. Francis Sr. Residence (NLE),Electrician,6812 Oak St,San Jose,CA,95101,(722) 811-5161,0 years,UNITED LEGAL GROUP 3RD PARTY COLL,National Bonding,1200,180,Employer,150000,James Wilson
2702564,FCS535-8713157,06/03/2024,09/17/2019,9000,4859,4141,4141,Gonzalez,David,188-76-2054,3944 Hillcrest Rd,Washington,DC,20001,09/25/1967,(929) 294-7262,david.gonzalez2564@dummyemail.com,HOME 3944 Hillcrest Rd Washington DC 20001,,,,,,,,,,,,100,Weekly,2022-01-17,100,98,04/08/2023,St. Francis Sr. Residence (NLE),Retail Clerk,3368 Court St,Oklahoma City,OK,73101,(757) 726-3994,19 years,PRIMARY OWNER INC,Liberty Bonds Co.,900,466,Sister,100000,David Gonzalez
2702565,FCS333-7695268,03/27/2025,10/10/2022,12000,10936,1064,1064,Moore,Thomas,885-12-2582,9697 Spruce St,Philadelphia,PA,19101,06/19/1965,(408) 297-5316,thomas.moore2565@mail.com,HOME 9697 Spruce St Philadelphia PA 19101,,,,,,,,,,,,150,Monthly,2024-08-04,150,45,08/03/2019,United Legal Group,Software Engineer,269 Sunset Blvd,Dallas,TX,75201,(477) 847-5809,0 years,UNITED LEGAL GROUP,ABC Insurance Co.,500,432,Parent,50000,Thomas Moore
2702566,FCS279-6358181,07/09/2025,05/16/2019,4500,3704,796,796,Jackson,Margaret,896-55-7730,1705 Maple Ave,San Antonio,TX,78201,02/24/1967,(931) 559-4931,margaret.jackson2566@example.com,HOME 1705 Maple Ave San Antonio TX 78201,Sanchez,Michael,512-37-4508,9590 Ridgeway Dr,Denver,CO,80014.0,HOME 9590 Ridgeway Dr Denver CO 80014,09/15/1983,(969) 572-8802,michael.sanchez5132@dummyemail.com,500,Weekly,2023-08-23,500,367,09/06/2025,Global Services LLC,Teacher,2856 Walnut St,Oklahoma City,OK,73101,(629) 568-2849,8 years,OWNER NAME LLC,United Surety,500,3,Spouse,150000,Margaret Jackson
