DefendantID,CustomersFirstName,CustomersLastName,CustomersState,AccountBalance
2703229,Charles,Brown,TX,674
2703236,Betty,Thompson,TX,30
2703253,Sarah,Brown,TX,1072
2703255,Anthony,Taylor,TX,405
2703268,John,White,TX,5607
2703275,Michael,Brown,TX,1915
2703279,Michael,Clark,TX,1094
2703284,Christopher,Ramirez,TX,306
2703294,Elizabeth,Moore,TX,1338
2703301,Elizabeth,Williams,TX,587
2703310,Nancy,Lewis,TX,76
2703313,Karen,Anderson,TX,729
2703318,Thomas,Johnson,TX,8893
2703321,Anthony,Thomas,TX,4711
2703323,Karen,Davis,TX,421
2703324,Barbara,Williams,TX,1064
2703326,Charles,Clark,TX,2291
2703330,David,Moore,TX,5621
2703335,Daniel,Lee,TX,67
2703339,Betty,Rodriguez,TX,479
2703347,Margaret,Perez,TX,98
2703348,Jessica,Smith,TX,1965
2703353,Barbara,White,TX,1811
2703355,Jessica,Robinson,TX,3598
2703356,Barbara,Robinson,TX,2972
2703361,Sandra,Anderson,TX,3604
2703370,Mary,Williams,TX,1801
2703376,Lisa,White,TX,2694
2703377,Michael,Davis,TX,7900
2703378,Barbara,Williams,TX,9153
2703380,Sandra,Robinson,TX,1232
2703383,Matthew,Garcia,TX,367
2703388,Mark,Clark,TX,740
2703389,Christopher,Jackson,TX,1471
2703391,John,Thomas,TX,895
2703410,John,Sanchez,TX,984
2703412,Thomas,Martinez,TX,658
2703418,John,Miller,TX,564
2703419,Joseph,Harris,TX,800
2703423,Christopher,Lewis,TX,1736
2703427,Sandra,Ramirez,TX,359
2703428,David,Thomas,TX,7452
2703429,Anthony,Jackson,TX,125
2703434,Robert,Lopez,TX,1400
2703435,Robert,Jones,TX,209
2703441,Patricia,Gonzalez,TX,1644
2703452,Linda,Williams,TX,711
2703455,Margaret,Davis,TX,1282
2703462,Linda,Clark,TX,221
2703465,Christopher,Rodriguez,TX,2955
2703469,Robert,Wilson,TX,9862
2703470,Lisa,Martinez,TX,7827
2703472,Richard,Lee,TX,214
2703474,Thomas,Brown,TX,2674
2703477,Charles,Lee,TX,436
2703483,Patricia,Taylor,TX,137
2703499,Mary,Martinez,TX,1220
2703515,Karen,Taylor,TX,308
2703521,Anthony,Sanchez,TX,258
2703534,David,Lewis,TX,5115
2703535,Elizabeth,Brown,TX,3808
2703538,Charles,Taylor,TX,762
2703540,Anthony,Rodriguez,TX,11941
2703545,Lisa,Garcia,TX,1346
2703549,Sandra,Lee,TX,2347
2703553,Sarah,Ramirez,TX,1546
2703557,Richard,Miller,TX,674
2703560,Charles,White,TX,108
2703562,Joseph,Rodriguez,TX,997
2703563,Charles,Jackson,TX,458
2703564,Matthew,Johnson,TX,2362
2703565,Daniel,Miller,TX,1597
2703574,Mary,Sanchez,TX,923
2703579,Michael,Davis,TX,43
2703580,Nancy,Martinez,TX,90
2703582,Susan,Rodriguez,TX,894
2703589,Elizabeth,Lopez,TX,311
2703598,Karen,Moore,TX,902
2703603,Joseph,Anderson,TX,85
2703604,Sandra,Anderson,TX,116
2703609,Margaret,Gonzalez,TX,1789
2703612,Sandra,Anderson,TX,814
2703623,Nancy,Jones,TX,2975
2703625,Margaret,Wilson,TX,2342
2703631,Mary,Lee,TX,3682
2703644,Susan,Miller,TX,565
2703649,Elizabeth,Lewis,TX,360
2703650,William,Brown,TX,230
2703651,Thomas,Smith,TX,5075
2703656,Sandra,Perez,TX,684
2703657,Mark,Moore,TX,3470
2703658,Barbara,Harris,TX,101
2703659,William,Thompson,TX,4483
2703670,David,Sanchez,TX,993
2703677,Michael,Thompson,TX,661
2703684,Richard,Jackson,TX,421
2703687,Nancy,Lee,TX,1534
2703692,Mary,Harris,TX,1138
2703693,Mark,Taylor,TX,275
2703698,Joseph,Williams,TX,9422
2703704,Michael,Brown,TX,1046
2703706,Thomas,Thomas,TX,877
2703707,Susan,Martinez,TX,6025
2703710,Nancy,Thomas,TX,550
2703714,Richard,Lopez,TX,11723
2703716,Patricia,Rodriguez,TX,2875
2703722,Patricia,Anderson,TX,103
2703728,Linda,Clark,TX,3770
2703737,Matthew,Williams,TX,1020
2703740,Mary,Moore,TX,528
2703748,Anthony,Brown,TX,1083
2703751,Anthony,Clark,TX,771
2703757,Mark,Sanchez,TX,924
2703760,Mary,Thompson,TX,6555
2703770,Richard,Williams,TX,2214
2703780,Matthew,Rodriguez,TX,1025
2703783,David,White,TX,5305
2703787,Richard,Hernandez,TX,2854
2703788,Barbara,Clark,TX,665
2703789,Mary,Gonzalez,TX,7021
2703794,Daniel,Johnson,TX,2671
2703796,Linda,Johnson,TX,782
2703797,Matthew,Smith,TX,6985
2703800,Jessica,Thompson,TX,1576
2703803,Jessica,Jackson,TX,4502
2703804,Mark,Johnson,TX,152
2703808,Matthew,Lewis,TX,252
2703809,Mary,Rodriguez,TX,2189
2703813,Karen,Perez,TX,609
2703824,Christopher,Moore,TX,482
2703827,William,Thompson,TX,864
2703828,Mary,Taylor,TX,31
2703831,Jessica,Brown,TX,1584
2703834,Mark,Lopez,TX,660
2703839,Michael,Thomas,TX,2822
2703842,Betty,Johnson,TX,321
2703844,Charles,Williams,TX,762
2703851,Karen,Smith,TX,1927
2703856,Mark,Jackson,TX,497
2703857,Jennifer,Perez,TX,3252
2703859,Mark,Clark,TX,3835
2703860,Robert,Lopez,TX,1641
2703864,Mark,Gonzalez,TX,176
2703869,James,Martinez,TX,1577
2703876,Michael,Gonzalez,TX,509
2703879,Daniel,Anderson,TX,8560
2703882,Christopher,Lewis,TX,526
2703883,Thomas,Williams,TX,1450
2703887,William,Miller,TX,1014
2703888,Lisa,White,TX,86
2703891,Barbara,Gonzalez,TX,1966
2703893,James,Thompson,TX,588
2703900,Mary,Thomas,TX,793
2703905,Lisa,Martin,TX,441
2703910,Sandra,Lewis,TX,1000
2703912,Jennifer,Taylor,TX,882
2703921,Robert,Sanchez,TX,6273
2703922,Charles,Harris,TX,120
2703940,Barbara,White,TX,4997
2703942,Matthew,Johnson,TX,201
2703947,Sandra,Ramirez,TX,1690
2703948,Mark,Sanchez,TX,1420
2703949,Thomas,Jackson,TX,709
2703954,Lisa,Hernandez,TX,1730
2703955,Joseph,Lee,TX,975
2703959,Barbara,Robinson,TX,117
2703962,Daniel,Brown,TX,54
2703965,Jessica,Thomas,TX,597
2703969,Mary,Lewis,TX,458
2703976,Karen,Perez,TX,3116
2703984,Joseph,Sanchez,TX,568
2703985,Daniel,Miller,TX,4353
2703992,Michael,Sanchez,TX,194
2703996,Jennifer,Jackson,TX,1415
2703997,Sandra,Lewis,TX,401
2703998,Sandra,Thompson,TX,2871
2704001,Christopher,Clark,TX,2572
2704002,Susan,Lee,TX,1280
2704004,Charles,Moore,TX,292
2704007,Patricia,Hernandez,TX,7018
2704008,James,Taylor,TX,12
2704010,Charles,Martin,TX,90
2704013,Patricia,Hernandez,TX,901
2704019,Patricia,Gonzalez,TX,1723
2704020,David,Williams,TX,657
2704028,Linda,Johnson,TX,2497
2704032,Christopher,Perez,TX,8518
2704035,Susan,Davis,TX,2478
2704038,Daniel,Brown,TX,660
2704040,Lisa,Taylor,TX,2728
2704044,Robert,Taylor,TX,8483
2704050,Lisa,Johnson,TX,1760
2704051,Thomas,Williams,TX,2138
2704052,William,Lopez,TX,77
2704054,Elizabeth,Taylor,TX,1689
2704063,Robert,Lee,TX,1142
2704067,Charles,Rodriguez,TX,3203
2704068,Thomas,Davis,TX,670
2704070,Jennifer,Anderson,TX,4070
2704071,Betty,Sanchez,TX,1499
2704074,Margaret,Jones,TX,10046
2704075,Matthew,Hernandez,TX,723
2704080,James,Lee,TX,192
2704085,Patricia,Davis,TX,2691
2704086,Betty,Sanchez,TX,424
2704088,James,Moore,TX,31
2704095,John,Garcia,TX,882
2704098,Richard,Lopez,TX,6887
2704100,Anthony,Lee,TX,638
2704101,William,Clark,TX,131
2704104,Anthony,Johnson,TX,2290
2704106,Karen,Ramirez,TX,361
2704109,Mary,Jackson,TX,292
2704113,David,Smith,TX,1094
2704114,James,Martin,TX,1363
2704117,Patricia,Johnson,TX,8803
2704118,Barbara,Brown,TX,1329
2704119,Jennifer,Thompson,TX,853
2704122,Anthony,Harris,TX,783
2704130,Susan,Harris,TX,421
2704132,Daniel,Lopez,TX,632
2704140,William,Rodriguez,TX,2672
2704143,Nancy,White,TX,1182
2704144,Daniel,Lewis,TX,2201
2704147,Mary,Martin,TX,888
2704150,James,Martin,TX,8680
2704155,Michael,Lopez,TX,1701
2704176,Daniel,Harris,TX,1101
2704180,Jennifer,Brown,TX,3976
2704186,Lisa,Williams,TX,355
2704193,Matthew,Davis,TX,533
2704194,Elizabeth,Thomas,TX,790
2704196,Elizabeth,Johnson,TX,499
2704206,Charles,Robinson,TX,1045
2704221,Patricia,Robinson,TX,4342
2704227,John,Anderson,TX,8985
2704232,Betty,Clark,TX,6098
2704239,Jennifer,Hernandez,TX,10068
2704242,Betty,Davis,TX,1656
2704243,Christopher,Clark,TX,3885
2704247,Sarah,Wilson,TX,1982
2704259,Sandra,Lee,TX,610
2704260,Elizabeth,Miller,TX,2129
2704261,James,Lewis,TX,645
2704263,Michael,Moore,TX,4677
2704267,Barbara,Rodriguez,TX,1166
2704269,Michael,Brown,TX,1154
2704272,James,White,TX,205
2704275,Lisa,Jones,TX,3069
2704276,Betty,Martinez,TX,3285
2704282,Daniel,Robinson,TX,885
2704284,Betty,Moore,TX,388
2704287,Thomas,Miller,TX,1335
2704288,Jennifer,Lee,TX,2217
2704293,Patricia,Rodriguez,TX,5205
2704296,Patricia,Robinson,TX,8090
2704302,Thomas,Sanchez,TX,693
2704303,Jennifer,Rodriguez,TX,3682
2704305,Sandra,Robinson,TX,166
2704306,Barbara,Martinez,TX,908
2704307,Jessica,Lewis,TX,7964
2704315,Anthony,Garcia,TX,2393
2704316,Jennifer,Perez,TX,558
2704320,Robert,Smith,TX,6929
2704322,Karen,Clark,TX,3004
2704328,James,Rodriguez,TX,3860
2704329,Christopher,Thompson,TX,3328
2704331,Nancy,Sanchez,TX,3680
2704332,Betty,Taylor,TX,284
2704335,Lisa,Harris,TX,1547
2704338,Richard,Martinez,TX,1322
2704340,Mark,Hernandez,TX,572
2704348,William,Johnson,TX,1421
2704349,Karen,Taylor,TX,1621
2704356,Robert,White,TX,340
2704360,Charles,Clark,TX,1924
2704363,Margaret,Clark,TX,783
2704366,Patricia,Garcia,TX,1620
2704367,Richard,Jones,TX,2307
2704368,Linda,Jackson,TX,837
2704372,Daniel,Hernandez,TX,2809
2704373,Elizabeth,Davis,TX,316
2704378,John,Ramirez,TX,1869
2704380,Jessica,Thomas,TX,4511
2704385,Margaret,Robinson,TX,714
2704387,John,Moore,TX,443
2704395,James,Taylor,TX,1132
2704403,James,Wilson,TX,331
2704407,James,Perez,TX,8945
2704412,Jessica,Robinson,TX,1976
2704419,David,Martin,TX,3422
2704422,Thomas,Lopez,TX,67
2704428,Sandra,Jones,TX,3071
2704429,Jessica,Brown,TX,5044
2704438,Thomas,Wilson,TX,1425
2704446,Anthony,Ramirez,TX,502
2704447,Charles,Thompson,TX,1188
2704451,John,Perez,TX,1008
2704461,Richard,Thomas,TX,93
2704465,Jennifer,Garcia,TX,3907
2704466,Linda,Jones,TX,1170
2704468,Betty,Wilson,TX,391
2704482,Michael,Thomas,TX,67
2704484,Joseph,Thompson,TX,573
2704485,Karen,Jones,TX,1098
2704487,Mark,Brown,TX,6022
2704488,Betty,Jones,TX,502
2704492,Michael,Brown,TX,1654
2704494,David,Anderson,TX,7482
2704500,Nancy,Harris,TX,359
2704502,Jessica,Thomas,TX,827
2704503,Lisa,Harris,TX,344
2704506,Sandra,Sanchez,TX,223
2704520,Richard,Martin,TX,495
2704522,Mary,Williams,TX,441
2704525,Lisa,Miller,TX,3515
2704526,Sarah,Hernandez,TX,295
2704536,James,Ramirez,TX,3428
2704541,Sarah,Williams,TX,537
2704549,Elizabeth,Lewis,TX,1122
2704555,Susan,Sanchez,TX,2011
2704557,Betty,White,TX,1600
2704567,David,Moore,TX,1392
2704568,Margaret,Johnson,TX,2189
2704570,Linda,Jones,TX,739
2704571,Christopher,Williams,TX,1647
2704574,William,Sanchez,TX,1126
2704576,Margaret,White,TX,2212
2704578,Lisa,Harris,TX,735
2704581,Richard,Taylor,TX,1675
2704582,Susan,Johnson,TX,715
2704591,Mary,Davis,TX,440
2704597,Daniel,Taylor,TX,2194
2704598,Elizabeth,Perez,TX,904
2704602,Sarah,Martinez,TX,4228
2704606,Joseph,Sanchez,TX,1199
2704608,Robert,Ramirez,TX,1164
2704618,Margaret,Robinson,TX,1645
2704619,Joseph,Ramirez,TX,5803
2704625,Anthony,Gonzalez,TX,1653
2704643,Robert,Brown,TX,1821
2704645,Lisa,Miller,TX,1312
2704662,Matthew,Perez,TX,1364
2704667,Anthony,Anderson,TX,426
2704669,Anthony,Harris,TX,542
2704677,Mary,Thomas,TX,944
2704678,Joseph,Anderson,TX,3716
2704679,Jessica,Jackson,TX,3198
2704681,Anthony,Sanchez,TX,1340
2704683,Christopher,Gonzalez,TX,5839
2704684,Susan,Rodriguez,TX,1746
2704685,Michael,Perez,TX,3772
2704688,Elizabeth,Gonzalez,TX,2415
2704692,Elizabeth,Garcia,TX,914
2704694,Margaret,Harris,TX,1736
2704699,Susan,Johnson,TX,1170
2704700,Thomas,Jones,TX,1598
2704702,Mark,Smith,TX,587
2704703,Nancy,Gonzalez,TX,1090
2704704,Thomas,Johnson,TX,1996
2704707,James,Martinez,TX,1050
2704708,Jessica,Smith,TX,1184
2704711,David,Sanchez,TX,1055
2704715,Matthew,Hernandez,TX,7609
2704725,Joseph,Martinez,TX,1415
2704727,Mark,Brown,TX,9620
2704728,Christopher,Martinez,TX,1072
2704731,Linda,Smith,TX,2969
2704733,Jessica,Moore,TX,570
2704745,Sandra,Smith,TX,725
2704747,Thomas,Thompson,TX,1142
2704748,Joseph,Davis,TX,333
2704754,James,Anderson,TX,6652
2704757,Joseph,Garcia,TX,998
2704760,Michael,Martinez,TX,2031
2704762,Betty,Harris,TX,7949
2704763,Matthew,White,TX,250
2704765,Sarah,Lopez,TX,1025
2704768,Jessica,Perez,TX,76
2704770,Anthony,White,TX,4348
2704779,Sandra,Johnson,TX,3864
2704780,Nancy,Garcia,TX,2222
2704782,Jennifer,Johnson,TX,2548
2704786,Susan,Lewis,TX,712
2704788,Joseph,Lee,TX,4492
2704790,Mark,Wilson,TX,4470
2704791,Matthew,Martinez,TX,26
2704799,Matthew,Williams,TX,2778
2704801,James,Davis,TX,1130
2704802,James,Garcia,TX,5745
2704803,Sarah,White,TX,3566
2704804,Jennifer,Davis,TX,383
2704812,Robert,Lopez,TX,1415
2704815,David,Clark,TX,847
2704816,Barbara,Jones,TX,320
2704821,Elizabeth,Jackson,TX,3084
2704823,Patricia,Gonzalez,TX,5139
2704825,William,Hernandez,TX,2346
2704830,Margaret,Robinson,TX,2574
2704836,Daniel,Anderson,TX,883
2704837,David,Moore,TX,4250
2704847,Anthony,White,TX,674
2704849,Anthony,Anderson,TX,9197
2704858,Betty,Robinson,TX,939
2704859,Sarah,Ramirez,TX,676
2704862,Jessica,Anderson,TX,1980
2704868,Anthony,Wilson,TX,694
2704869,Charles,Jackson,TX,306
2704870,Sandra,Lewis,TX,944
2704875,Elizabeth,Moore,TX,1667
2704876,Lisa,Perez,TX,502
2704883,Lisa,Martin,TX,1651
2704887,Barbara,Robinson,TX,2107
2704889,John,Davis,TX,8190
2704890,Charles,Lopez,TX,911
2704891,Michael,Taylor,TX,1618
2704893,Margaret,Taylor,TX,4021
2704896,Anthony,Miller,TX,2990
2704897,Daniel,Williams,TX,1226
2704904,Jessica,Rodriguez,TX,2062
2704906,Elizabeth,White,TX,8610
2704907,Margaret,Davis,TX,712
2704909,William,Rodriguez,TX,1594
2704915,Nancy,Johnson,TX,354
2704923,Michael,Sanchez,TX,481
2704928,Elizabeth,Taylor,TX,8229
2704929,Joseph,Brown,TX,1617
2704933,Karen,Lopez,TX,7904
2704935,Michael,Davis,TX,2691
2704938,Elizabeth,Smith,TX,598
2704941,Thomas,Brown,TX,4482
2704950,Lisa,Robinson,TX,1294
2704951,Mark,Martinez,TX,1286
2704953,David,Martinez,TX,1243
2704956,David,Miller,TX,511
2704960,Linda,Harris,TX,111
2704964,Lisa,Thomas,TX,2369
2704965,Mary,Anderson,TX,8322
2704967,Karen,Jones,TX,1272
2704989,Thomas,Johnson,TX,1340
2704990,David,Johnson,TX,549
2704998,Jessica,Hernandez,TX,3086
2704999,Mark,Ramirez,TX,2474
2705002,Linda,Miller,TX,880
2705003,Sandra,Robinson,TX,4564
2705023,John,Taylor,TX,1960
2705027,Margaret,Harris,TX,2469
2705040,Daniel,Robinson,TX,458
2705043,Richard,Perez,TX,2077
2705055,Jennifer,Moore,TX,1674
2705060,Jennifer,Sanchez,TX,1090
2705062,Betty,Garcia,TX,382
2705064,Sarah,Thomas,TX,243
2705065,Jessica,Hernandez,TX,1292
2705072,Susan,Martin,TX,1958
2705078,Margaret,Moore,TX,984
2705079,Robert,Anderson,TX,455
2705080,Matthew,Johnson,TX,2237
2705081,Mark,Hernandez,TX,8763
2705083,Thomas,Garcia,TX,971
2705087,Barbara,Jackson,TX,829
2705099,David,Thomas,TX,305
2705102,Linda,Taylor,TX,511
2705106,Michael,Jackson,TX,7555
2705107,Sarah,Hernandez,TX,3595
2705108,Mark,Gonzalez,TX,2769
2705110,Barbara,Rodriguez,TX,1595
2705116,Mary,Lewis,TX,1223
2705117,Robert,Johnson,TX,332
2705122,Jennifer,Martinez,TX,696
2705131,Charles,Rodriguez,TX,8845
2705135,Thomas,Johnson,TX,862
2705141,Linda,Wilson,TX,3530
2705144,Joseph,Lopez,TX,6799
2705145,Mark,Lewis,TX,4234
2705151,Susan,Davis,TX,686
2705154,James,Brown,TX,324
2705156,David,Williams,TX,1801
2705157,Elizabeth,Lopez,TX,1522
2705158,Lisa,Jones,TX,634
2705162,Thomas,Taylor,TX,6528
2705163,Margaret,Sanchez,TX,553
2705168,Lisa,Harris,TX,241
2705173,James,Anderson,TX,6
2705179,Joseph,Rodriguez,TX,1243
2705180,Betty,Martin,TX,2772
2705183,James,White,TX,3197
2705184,Nancy,Brown,TX,273
2705185,Susan,Anderson,TX,420
2705195,Christopher,Robinson,TX,1350
2705199,Jennifer,Martinez,TX,4232
2705202,Sarah,Jackson,TX,903
2705207,Patricia,Miller,TX,5001
2705208,Barbara,Miller,TX,637
2705210,Sarah,Hernandez,TX,3496
2705214,Nancy,Lewis,TX,376
2705215,Charles,Martinez,TX,1979
2705219,Christopher,Martin,TX,2898
2705220,Matthew,Sanchez,TX,702
2705223,Lisa,Smith,TX,5980
2705228,John,Taylor,TX,942
2705230,Jennifer,Davis,TX,1023
2705235,Susan,Davis,TX,466
2705239,Sarah,Brown,TX,1548
2705242,James,Thomas,TX,535
2705244,David,Clark,TX,8016
2705249,Joseph,Williams,TX,2954
2705255,William,Lee,TX,2232
2705259,Anthony,Davis,TX,5784
2705261,Sandra,Hernandez,TX,6
2705264,Robert,Thompson,TX,3002
2705266,Joseph,Smith,TX,2365
2705272,Susan,Thomas,TX,81
2705281,John,White,TX,686
2705285,Susan,Williams,TX,5571
2705291,Jennifer,Clark,TX,197
2705294,Karen,Davis,TX,3789
2705295,Matthew,Martin,TX,215
2705300,Sarah,Martinez,TX,944
2705310,Joseph,Smith,TX,8561
2705312,Karen,Brown,TX,610
2705319,Jessica,Jackson,TX,1798
2705325,Sandra,Thomas,TX,1393
2705326,Sarah,Robinson,TX,2682
2705329,Margaret,Thomas,TX,1746
2705335,Sandra,Thompson,TX,3137
2705339,Jessica,Jones,TX,11516
2705341,Richard,Anderson,TX,5245
2705344,Jessica,Ramirez,TX,228
2705345,Barbara,Lopez,TX,4021
2705348,Joseph,Lopez,TX,878
2705349,Betty,Rodriguez,TX,1187
2705350,Sandra,Smith,TX,496
2705361,Sarah,Johnson,TX,5679
2705372,Margaret,Hernandez,TX,573
2705383,Karen,Lee,TX,1960
2705384,Christopher,Lopez,TX,1242
2705388,Christopher,Perez,TX,287
2705391,Nancy,Martin,TX,287
2705392,Anthony,Thompson,TX,1236
2705403,Nancy,Lewis,TX,438
2705404,Lisa,Miller,TX,415
2705406,Thomas,Garcia,TX,711
2705409,Richard,Davis,TX,3988
2705412,Elizabeth,Lopez,TX,520
2705417,Karen,Robinson,TX,184
2705418,Barbara,Sanchez,TX,517
2705419,Margaret,Rodriguez,TX,1917
2705427,Jessica,Moore,TX,10915
2705428,Robert,Gonzalez,TX,1748
2705429,Richard,Thomas,TX,100
2705430,Betty,Anderson,TX,3782
2705436,Thomas,Martinez,TX,2097
2705438,Sandra,Clark,TX,6
2705441,James,Lopez,TX,1455
2705444,Charles,Gonzalez,TX,1240
2705452,Michael,Moore,TX,9178
2705453,Nancy,Martinez,TX,3831
2705454,James,Davis,TX,466
2705455,Linda,Perez,TX,806
2705459,Sarah,Jones,TX,260
2705461,David,Brown,TX,4862
2705469,Jessica,Clark,TX,1909
2705476,Susan,Hernandez,TX,2747
2705477,Margaret,Robinson,TX,774
2705478,Patricia,Martin,TX,535
2705488,Margaret,Williams,TX,713
2705497,Michael,Johnson,TX,3676
2705501,Sandra,Moore,TX,1642
2705503,Sandra,Martin,TX,1687
2705508,Matthew,Anderson,TX,5267
2705510,Susan,Harris,TX,628
2705511,Sandra,Johnson,TX,1041
2705512,Mary,Rodriguez,TX,986
2705517,William,Thompson,TX,8250
2705519,Mary,Williams,TX,2227
2705520,William,Perez,TX,680
2705523,Susan,Lewis,TX,2374
2705527,Margaret,Moore,TX,422
2705528,Thomas,Brown,TX,702
2705529,Richard,Harris,TX,401
2705530,William,Sanchez,TX,791
2705532,Lisa,Ramirez,TX,3116
2705537,Mary,Thompson,TX,669
2705540,Charles,Garcia,TX,270
2705541,Linda,Smith,TX,11162
2705547,Matthew,Williams,TX,247
2705551,William,Thompson,TX,99
2705558,David,Brown,TX,1880
2705563,Matthew,Clark,TX,5924
2705567,Sarah,Robinson,TX,5534
2705579,Sandra,Lewis,TX,957
2705585,Michael,Williams,TX,8484
2705587,John,Gonzalez,TX,1547
2705597,Richard,Robinson,TX,2791
2705600,Charles,Hernandez,TX,331
2705601,Barbara,Robinson,TX,167
2705603,Margaret,Sanchez,TX,1084
2705605,Robert,Lopez,TX,183
2705617,Mary,Anderson,TX,132
2705623,Patricia,Smith,TX,203
2705625,Michael,Lee,TX,660
2705628,Christopher,Davis,TX,947
2705634,Matthew,Perez,TX,998
2705636,Lisa,Sanchez,TX,9538
2705639,Susan,White,TX,4
2705641,James,Brown,TX,2584
2705642,Sarah,Hernandez,TX,418
2705645,Jessica,Smith,TX,2966
2705650,Daniel,Martin,TX,2595
2705656,John,Sanchez,TX,3527
2705669,Betty,Sanchez,TX,3154
2705671,Jessica,Anderson,TX,4280
2705677,Sarah,Ramirez,TX,1185
2705681,Susan,Rodriguez,TX,10186
2705682,Sandra,Martinez,TX,12
2705683,Robert,Martinez,TX,741
2705684,Mary,Lopez,TX,641
2705687,Elizabeth,White,TX,2807
2705693,Patricia,Lewis,TX,1754
2705695,Linda,Perez,TX,2986
2705696,Mary,Wilson,TX,1326
2705699,Nancy,Hernandez,TX,1191
2705700,Matthew,Brown,TX,2350
2705704,John,Thomas,TX,272
2705705,Thomas,Taylor,TX,446
2705707,Elizabeth,Moore,TX,302
2705708,Elizabeth,Gonzalez,TX,813
2705709,Matthew,Johnson,TX,2023
2705710,Nancy,Brown,TX,2154
2705712,Betty,Lewis,TX,489
2705713,Anthony,Williams,TX,492
2705714,Anthony,Wilson,TX,28
2705718,Mark,Smith,TX,1562
2705721,Margaret,Thomas,TX,3863
2705733,Joseph,Thomas,TX,49
2705740,John,Moore,TX,1311
2705751,Richard,Lee,TX,1656
2705753,Thomas,Smith,TX,833
2705754,James,Sanchez,TX,6562
2705761,Richard,Hernandez,TX,2963
2705767,Daniel,Martinez,TX,2021
2705770,Thomas,Ramirez,TX,1186
2705772,Charles,Martinez,TX,4096
2705775,Joseph,Rodriguez,TX,1179
2705780,Jennifer,Wilson,TX,1573
2705781,David,Rodriguez,TX,897
2705786,Michael,Thompson,TX,1764
2705787,Mary,Lee,TX,946
2705788,James,Thomas,TX,1213
2705796,Margaret,Perez,TX,187
2705802,Mark,Rodriguez,TX,10632
2705804,Linda,Brown,TX,798
2705806,Anthony,Thomas,TX,125
2705811,Thomas,Moore,TX,3519
2705816,James,Johnson,TX,6137
2705818,Barbara,Jackson,TX,518
2705819,Margaret,Thomas,TX,603
2705823,James,Williams,TX,8312
2705824,Susan,Johnson,TX,2248
2705828,Jessica,Robinson,TX,897
2705829,Michael,Moore,TX,3527
2705843,John,Hernandez,TX,1296
2705845,Linda,Sanchez,TX,311
2705847,Robert,Brown,TX,1276
2705851,James,White,TX,333
2705853,Thomas,Robinson,TX,351
2705857,James,Brown,TX,231
2705863,William,Johnson,TX,631
2705867,Karen,Ramirez,TX,381
2705868,William,Thompson,TX,2822
2705871,Sandra,Moore,TX,917
2705873,Charles,White,TX,1839
2705877,Elizabeth,Rodriguez,TX,2444
2705880,Lisa,Lopez,TX,2655
2705884,Nancy,Thomas,TX,178
2705890,Michael,Miller,TX,7456
2705891,Sandra,Wilson,TX,539
2705894,Susan,Harris,TX,2975
2705901,James,Lopez,TX,1355
2705905,Richard,Martin,TX,19
2705909,Mark,Sanchez,TX,3117
2705910,Jennifer,Perez,TX,1069
2705911,David,Martin,TX,1528
2705914,Michael,Garcia,TX,1838
2705927,Linda,Moore,TX,2923
2705928,Charles,Brown,TX,2919
2705934,Jennifer,Harris,TX,637
2705936,Lisa,Davis,TX,7563
2705937,Betty,Johnson,TX,399
2705941,Mary,Williams,TX,579
2705944,Anthony,Clark,TX,13
2705949,Charles,Anderson,TX,3579
2705950,William,Lewis,TX,2738
2705951,James,Ramirez,TX,514
2705952,Matthew,Taylor,TX,675
2705956,Anthony,Martin,TX,5535
2705958,Karen,Rodriguez,TX,3284
2705960,Elizabeth,Harris,TX,161
2705967,Robert,Garcia,TX,989
2705971,Christopher,Lewis,TX,163
2705973,Elizabeth,Miller,TX,1137
2705988,Mary,Smith,TX,5155
2705995,Michael,Harris,TX,9340
2706003,Daniel,Hernandez,TX,58
2706015,Thomas,Ramirez,TX,276
2706021,Matthew,Brown,TX,834
2706026,Jennifer,Hernandez,TX,1298
2706032,Barbara,Martin,TX,1644
2706035,Robert,Harris,TX,1384
2706036,Mark,Harris,TX,7545
2706037,Thomas,Rodriguez,TX,3171
2706040,Daniel,Clark,TX,76
2706045,Margaret,Garcia,TX,770
2706048,Sandra,Johnson,TX,852
2706057,Christopher,Brown,TX,504
2706058,Betty,Davis,TX,990
2706061,Jessica,Martinez,TX,869
2706068,Mark,Ramirez,TX,8186
2706069,David,Garcia,TX,2331
2706071,Thomas,Lewis,TX,1089
2706072,Mary,Hernandez,TX,368
2706074,James,Moore,TX,1747
2706075,Betty,Jackson,TX,4728
2706076,Daniel,White,TX,257
2706079,Anthony,Martinez,TX,3550
2706080,Barbara,Robinson,TX,2696
2706082,Margaret,Sanchez,TX,980
2706085,Margaret,Gonzalez,TX,955
2706086,Anthony,Perez,TX,1201
2706088,William,Smith,TX,1975
2706089,Thomas,Clark,TX,1300
2706096,Barbara,Anderson,TX,2759
2706097,James,Perez,TX,147
2706111,Jessica,White,TX,506
2706114,Elizabeth,Jones,TX,8226
2706120,Nancy,Moore,TX,590
2706122,Thomas,Sanchez,TX,1250
2706123,Daniel,Harris,TX,2304
2706124,Betty,Thompson,TX,639
2706126,Daniel,Martin,TX,1772
2706133,James,Martin,TX,2057
2706134,Susan,Brown,TX,1096
2706135,Sarah,Clark,TX,2369
2706138,James,Anderson,TX,3214
2706140,Sandra,Robinson,TX,339
