DefendantID,CustomersFirstName,CustomersLastName,CustomersState,AccountBalance,TotalBilled,TotalReceived
2705669,Betty,Sanchez,TX,3154.0,4500,1346
2702333,Daniel,Lee,TX,3149.0,6000,2851
2702579,Anthony,Perez,TX,3141.0,6000,2859
2705335,Sandra,Thompson,TX,3137.0,12000,8863
2708027,Daniel,Sanchez,TX,3135.0,9000,5865
2705909,Mark,Sanchez,TX,3117.0,6000,2883
2705532,Lisa,Ramirez,TX,3116.0,9000,5884
2703976,Karen,Perez,TX,3116.0,6000,2884
2707659,Karen,Thomas,TX,3088.0,9000,5912
2704998,Jessica,Hernandez,TX,3086.0,6000,2914
2704821,Elizabeth,Jackson,TX,3084.0,4500,1416
2707515,Sarah,Taylor,TX,3082.0,9000,5918
2702729,David,White,TX,3082.0,9000,5918
2707852,Charles,Brown,TX,3072.0,4500,1428
2704428,Sandra,Jones,TX,3071.0,12000,8929
2704275,Lisa,Jones,TX,3069.0,4500,1431
2700383,John,Smith,TX,3062.0,12000,8938
2707570,Michael,Gonzalez,TX,3058.0,4500,1442
2708578,Jessica,Perez,TX,3029.0,9000,5971
2707597,Mark,Anderson,TX,3016.0,12000,8984
2709607,John,Sanchez,TX,3008.0,4500,1492
2704322,Karen,Clark,TX,3004.0,6000,2996
2705264,Robert,Thompson,TX,3002.0,6000,2998
2704896,Anthony,Miller,TX,2990.0,6000,3010
2700074,Jennifer,Lee,TX,2989.0,4500,1511
2708281,Michael,Williams,TX,2988.0,4500,1512
2705695,Linda,Perez,TX,2986.0,3000,14
2705894,Susan,Harris,TX,2975.0,4500,1525
2703623,Nancy,Jones,TX,2975.0,4500,1525
2708743,Mark,Taylor,TX,2973.0,9000,6027
2703356,Barbara,Robinson,TX,2972.0,6000,3028
2709023,David,Lewis,TX,2970.0,12000,9030
2704731,Linda,Smith,TX,2969.0,6000,3031
2709453,Karen,Thompson,TX,2967.0,3000,33
2702046,Richard,Wilson,TX,2966.0,3000,34
2705645,Jessica,Smith,TX,2966.0,4500,1534
2706302,John,Wilson,TX,2964.0,12000,9036
2705761,Richard,Hernandez,TX,2963.0,4500,1537
2709540,Patricia,White,TX,2962.0,3000,38
2708939,Jennifer,Harris,TX,2957.0,12000,9043
2703465,Christopher,Rodriguez,TX,2955.0,4500,1545
2705249,Joseph,Williams,TX,2954.0,4500,1546
2707447,Robert,Smith,TX,2924.0,4500,1576
2706452,Barbara,Miller,TX,2924.0,4500,1576
2705927,Linda,Moore,TX,2923.0,4500,1577
2701156,Mary,Brown,TX,2922.0,6000,3078
2705928,Charles,Brown,TX,2919.0,4500,1581
2708591,Nancy,Sanchez,TX,2917.0,3000,83
2709953,Margaret,Garcia,TX,2916.0,6000,3084
2709628,Christopher,Lewis,TX,2908.0,6000,3092
2707334,Richard,White,TX,2904.0,9000,6096
2705219,Christopher,Martin,TX,2898.0,12000,9102
2700203,Elizabeth,Perez,TX,2894.0,3000,106
2700864,Lisa,Garcia,TX,2885.0,3000,115
2700491,Lisa,Martinez,TX,2882.0,12000,9118
2709981,Mark,Smith,TX,2879.0,4500,1621
2703716,Patricia,Rodriguez,TX,2875.0,3000,125
2700903,Matthew,Jackson,TX,2871.0,9000,6129
2703998,Sandra,Thompson,TX,2871.0,3000,129
2709734,Mark,Jackson,TX,2868.0,6000,3132
2703787,Richard,Hernandez,TX,2854.0,12000,9146
2703182,Joseph,Davis,TX,2850.0,4500,1650
2709777,Nancy,Taylor,TX,2846.0,6000,3154
2703202,Christopher,Perez,TX,2846.0,6000,3154
2709546,Lisa,Jones,TX,2834.0,3000,166
2700046,David,Garcia,TX,2833.0,6000,3167
2702791,Daniel,Jackson,TX,2830.0,3000,170
2709259,Sandra,Miller,TX,2828.0,4500,1672
2707119,Matthew,Thomas,TX,2827.0,3000,173
2707530,Nancy,Lewis,TX,2823.0,6000,3177
2705868,William,Thompson,TX,2822.0,3000,178
2703839,Michael,Thomas,TX,2822.0,3000,178
2709958,Nancy,Rodriguez,TX,2817.0,6000,3183
2709093,James,Lewis,TX,2815.0,3000,185
2704372,Daniel,Hernandez,TX,2809.0,4500,1691
2705687,Elizabeth,White,TX,2807.0,12000,9193
2706753,Richard,Jones,TX,2793.0,6000,3207
2702800,Barbara,Perez,TX,2791.0,6000,3209
2705597,Richard,Robinson,TX,2791.0,6000,3209
2701185,John,Lewis,TX,2785.0,3000,215
2702323,Richard,Moore,TX,2779.0,4500,1721
2709140,Karen,Thomas,TX,2779.0,4500,1721
2704799,Matthew,Williams,TX,2778.0,9000,6222
2705180,Betty,Martin,TX,2772.0,4500,1728
2705108,Mark,Gonzalez,TX,2769.0,3000,231
2700934,Anthony,Thomas,TX,2760.0,6000,3240
2706096,Barbara,Anderson,TX,2759.0,6000,3241
2700519,James,Garcia,TX,2757.0,3000,243
2703014,Susan,Harris,TX,2753.0,12000,9247
2703194,Karen,Wilson,TX,2749.0,6000,3251
2706582,Robert,Rodriguez,TX,2748.0,6000,3252
2705476,Susan,Hernandez,TX,2747.0,6000,3253
2701844,Mary,Lopez,TX,2745.0,4500,1755
2700651,Barbara,Taylor,TX,2743.0,3000,257
2709144,Margaret,Martin,TX,2741.0,3000,259
2705950,William,Lewis,TX,2738.0,4500,1762
2706972,Margaret,Smith,TX,2733.0,12000,9267
2704040,Lisa,Taylor,TX,2728.0,3000,272
2709779,Susan,Martinez,TX,2727.0,6000,3273
2707281,Margaret,Lee,TX,2726.0,6000,3274
2708603,Linda,Jackson,TX,2722.0,12000,9278
2700615,Michael,Williams,TX,2712.0,6000,3288
2709115,Mark,Sanchez,TX,2708.0,3000,292
2701212,John,Lopez,TX,2696.0,12000,9304
2706080,Barbara,Robinson,TX,2696.0,4500,1804
2708552,Sandra,Rodriguez,TX,2696.0,4500,1804
2703376,Lisa,White,TX,2694.0,3000,306
2704085,Patricia,Davis,TX,2691.0,4500,1809
2704935,Michael,Davis,TX,2691.0,3000,309
2700509,Sandra,Garcia,TX,2689.0,6000,3311
2708538,Mark,Rodriguez,TX,2687.0,9000,6313
2705326,Sarah,Robinson,TX,2682.0,4500,1818
2701574,Mark,Lopez,TX,2676.0,4500,1824
2703474,Thomas,Brown,TX,2674.0,4500,1826
2704140,William,Rodriguez,TX,2672.0,3000,328
2703794,Daniel,Johnson,TX,2671.0,3000,329
2709523,Richard,Martinez,TX,2658.0,4500,1842
2708507,Anthony,Lee,TX,2658.0,4500,1842
2705880,Lisa,Lopez,TX,2655.0,9000,6345
2700165,Robert,Martin,TX,2655.0,3000,345
2706978,Thomas,Jackson,TX,2645.0,4500,1855
2702231,Anthony,Miller,TX,2634.0,3000,366
2706575,Linda,Moore,TX,2632.0,6000,3368
2706700,Karen,Ramirez,TX,2630.0,3000,370
2708000,Thomas,Robinson,TX,2626.0,3000,374
2701946,Susan,Wilson,TX,2625.0,4500,1875
2707121,Mark,Rodriguez,TX,2617.0,3000,383
2703123,Daniel,Ramirez,TX,2617.0,4500,1883
2706531,Lisa,Williams,TX,2606.0,12000,9394
2709160,Thomas,Martinez,TX,2604.0,3000,396
2705650,Daniel,Martin,TX,2595.0,3000,405
2706903,Thomas,Ramirez,TX,2592.0,4500,1908
2708171,John,Clark,TX,2590.0,4500,1910
2705641,James,Brown,TX,2584.0,9000,6416
2704830,Margaret,Robinson,TX,2574.0,6000,3426
2704001,Christopher,Clark,TX,2572.0,6000,3428
2702910,Michael,Martin,TX,2569.0,9000,6431
2703190,Linda,Rodriguez,TX,2550.0,3000,450
2704782,Jennifer,Johnson,TX,2548.0,3000,452
2708823,Anthony,Johnson,TX,2544.0,3000,456
2701170,Mary,Williams,TX,2543.0,6000,3457
2707632,Robert,Robinson,TX,2538.0,12000,9462
2701911,Nancy,Miller,TX,2533.0,4500,1967
2702688,Michael,Moore,TX,2532.0,12000,9468
2707129,Sandra,Martinez,TX,2532.0,3000,468
2707294,James,Davis,TX,2525.0,3000,475
2702872,Mark,Hernandez,TX,2524.0,4500,1976
2707968,William,Johnson,TX,2523.0,12000,9477
2707661,Mark,Hernandez,TX,2520.0,3000,480
2701877,Mark,Wilson,TX,2509.0,6000,3491
2707238,Barbara,Johnson,TX,2502.0,4500,1998
2704028,Linda,Johnson,TX,2497.0,3000,503
2702955,Patricia,Gonzalez,TX,2491.0,6000,3509
2706809,Joseph,Moore,TX,2488.0,3000,512
2707339,Linda,Anderson,TX,2486.0,6000,3514
2701629,Joseph,Sanchez,TX,2485.0,3000,515
2708176,James,Smith,TX,2482.0,6000,3518
2708073,Betty,Martinez,TX,2479.0,3000,521
2704035,Susan,Davis,TX,2478.0,4500,2022
2704999,Mark,Ramirez,TX,2474.0,2500,26
2705027,Margaret,Harris,TX,2469.0,3000,531
2708817,Richard,Ramirez,TX,2454.0,3000,546
2705877,Elizabeth,Rodriguez,TX,2444.0,6000,3556
2701830,Robert,Gonzalez,TX,2443.0,2500,57
2706794,Jessica,Martinez,TX,2436.0,2500,64
2708772,Matthew,Martinez,TX,2424.0,3000,576
2709243,Joseph,Thomas,TX,2416.0,2500,84
2704688,Elizabeth,Gonzalez,TX,2415.0,2500,85
2702034,Mary,Lee,TX,2414.0,6000,3586
2709617,Susan,Robinson,TX,2396.0,2500,104
2704315,Anthony,Garcia,TX,2393.0,3000,607
2700098,Robert,Harris,TX,2391.0,9000,6609
2707733,Jennifer,Davis,TX,2390.0,2500,110
2701383,Christopher,Jackson,TX,2390.0,3000,610
2700099,Richard,Johnson,TX,2388.0,2500,112
2700616,Nancy,Ramirez,TX,2381.0,3000,619
2707156,Lisa,Jones,TX,2381.0,6000,3619
2701859,Mark,Williams,TX,2377.0,3000,623
2705523,Susan,Lewis,TX,2374.0,2500,126
2707752,Richard,Miller,TX,2371.0,4500,2129
2704964,Lisa,Thomas,TX,2369.0,2500,131
2706135,Sarah,Clark,TX,2369.0,2500,131
2709526,Thomas,Thompson,TX,2366.0,9000,6634
2705266,Joseph,Smith,TX,2365.0,6000,3635
2703564,Matthew,Johnson,TX,2362.0,12000,9638
2709697,Nancy,Sanchez,TX,2360.0,2500,140
2708736,Mary,Davis,TX,2354.0,6000,3646
2709818,Daniel,Thompson,TX,2350.0,12000,9650
2705700,Matthew,Brown,TX,2350.0,3000,650
2703549,Sandra,Lee,TX,2347.0,3000,653
2704825,William,Hernandez,TX,2346.0,3000,654
2709183,Joseph,Sanchez,TX,2345.0,3000,655
2703625,Margaret,Wilson,TX,2342.0,2500,158
2707775,David,Gonzalez,TX,2336.0,2500,164
2709930,Susan,Williams,TX,2335.0,2500,165
2706069,David,Garcia,TX,2331.0,2500,169
2701174,Richard,Clark,TX,2330.0,3000,670
2700498,Sarah,Wilson,TX,2329.0,4500,2171
2702834,Mary,Lewis,TX,2328.0,2500,172
2702580,Patricia,Smith,TX,2326.0,2500,174
2708208,Thomas,Smith,TX,2318.0,2500,182
2709446,Richard,Brown,TX,2316.0,9000,6684
2708844,Nancy,Davis,TX,2310.0,4500,2190
2706633,Nancy,Wilson,TX,2308.0,2500,192
2704367,Richard,Jones,TX,2307.0,3000,693
2706798,Lisa,Lopez,TX,2306.0,2500,194
2703169,Patricia,Harris,TX,2304.0,2500,196
2706123,Daniel,Harris,TX,2304.0,2500,196
2703326,Charles,Clark,TX,2291.0,4500,2209
2704104,Anthony,Johnson,TX,2290.0,2500,210
2706416,Mary,Miller,TX,2285.0,4500,2215
2708006,Jessica,Jackson,TX,2283.0,2500,217
2706423,Mark,Smith,TX,2269.0,4500,2231
2706384,Christopher,Thompson,TX,2268.0,4500,2232
2707386,Nancy,Johnson,TX,2265.0,9000,6735
2700662,Barbara,Williams,TX,2265.0,2500,235
2702107,Christopher,Ramirez,TX,2257.0,2500,243
2708102,David,Martin,TX,2254.0,12000,9746
2701095,Sandra,Garcia,TX,2250.0,2500,250
2705824,Susan,Johnson,TX,2248.0,9000,6752
2700840,Sandra,Martin,TX,2243.0,3000,757
2709728,Christopher,Garcia,TX,2241.0,3000,759
2707808,Margaret,Jones,TX,2240.0,2500,260
2705080,Matthew,Johnson,TX,2237.0,12000,9763
2705255,William,Lee,TX,2232.0,3000,768
2701040,Mark,Taylor,TX,2232.0,12000,9768
2705519,Mary,Williams,TX,2227.0,6000,3773
2702335,David,White,TX,2223.0,2500,277
2704780,Nancy,Garcia,TX,2222.0,9000,6778
2708341,Anthony,Davis,TX,2222.0,4500,2278
2700271,Robert,Williams,TX,2219.0,4500,2281
2704288,Jennifer,Lee,TX,2217.0,2500,283
2703770,Richard,Williams,TX,2214.0,3000,786
2709161,Mary,Davis,TX,2214.0,6000,3786
2704576,Margaret,White,TX,2212.0,2500,288
2701737,David,Moore,TX,2212.0,3000,788
2707203,Jennifer,Lopez,TX,2209.0,3000,791
2706629,Susan,Sanchez,TX,2208.0,2500,292
2708724,Richard,Martin,TX,2204.0,6000,3796
2704144,Daniel,Lewis,TX,2201.0,6000,3799
2708053,Michael,Lee,TX,2196.0,9000,6804
2701259,Daniel,Wilson,TX,2196.0,2500,304
2704597,Daniel,Taylor,TX,2194.0,4500,2306
2700088,James,Williams,TX,2193.0,2500,307
2703809,Mary,Rodriguez,TX,2189.0,3000,811
2704568,Margaret,Johnson,TX,2189.0,4500,2311
2709158,Michael,Jackson,TX,2188.0,4500,2312
2708998,Robert,Williams,TX,2186.0,2500,314
2702320,Karen,Jones,TX,2185.0,3000,815
2707518,Sarah,Martinez,TX,2184.0,3000,816
2709257,John,Ramirez,TX,2182.0,2500,318
2701135,Jessica,Lee,TX,2166.0,9000,6834
2707981,Sandra,Thomas,TX,2161.0,6000,3839
2706549,William,Wilson,TX,2160.0,2500,340
2705710,Nancy,Brown,TX,2154.0,3000,846
2708040,James,Lewis,TX,2153.0,2500,347
2702350,Robert,Johnson,TX,2148.0,4500,2352
2701050,Thomas,Lee,TX,2145.0,2500,355
2700971,Thomas,Martinez,TX,2140.0,3000,860
2704051,Thomas,Williams,TX,2138.0,9000,6862
2707874,Richard,Lee,TX,2131.0,3000,869
2704260,Elizabeth,Miller,TX,2129.0,3000,871
2703095,Sarah,Martin,TX,2124.0,9000,6876
2701522,Margaret,Perez,TX,2122.0,12000,9878
2709321,Susan,Lopez,TX,2119.0,4500,2381
2704887,Barbara,Robinson,TX,2107.0,3000,893
2708983,Jessica,White,TX,2103.0,6000,3897
2706557,Anthony,Miller,TX,2103.0,9000,6897
2709945,Joseph,Thomas,TX,2098.0,4500,2402
2705436,Thomas,Martinez,TX,2097.0,3000,903
2708698,Margaret,Taylor,TX,2095.0,6000,3905
2700746,Michael,Lewis,TX,2095.0,9000,6905
2706490,Jessica,Sanchez,TX,2091.0,2500,409
2709340,Patricia,Brown,TX,2084.0,4500,2416
2705043,Richard,Perez,TX,2077.0,6000,3923
2709003,Karen,Williams,TX,2077.0,3000,923
2707432,John,Robinson,TX,2076.0,3000,924
2707039,Lisa,Ramirez,TX,2075.0,3000,925
2700646,Karen,Lewis,TX,2075.0,3000,925
2706764,Sandra,Robinson,TX,2071.0,4500,2429
2706973,Joseph,Moore,TX,2067.0,2500,433
2700401,Sarah,Martin,TX,2067.0,6000,3933
2704904,Jessica,Rodriguez,TX,2062.0,3000,938
2703163,William,Lewis,TX,2060.0,9000,6940
2700173,Matthew,Brown,TX,2058.0,3000,942
2706133,James,Martin,TX,2057.0,4500,2443
2708654,Charles,Smith,TX,2054.0,2500,446
2702540,Margaret,Clark,TX,2037.0,2500,463
2709858,Sarah,Ramirez,TX,2034.0,2500,466
2707424,Jennifer,Jackson,TX,2032.0,4500,2468
2709300,Barbara,Davis,TX,2031.0,3000,969
2704760,Michael,Martinez,TX,2031.0,2500,469
2702130,William,Jones,TX,2027.0,3000,973
2707851,Patricia,Martinez,TX,2024.0,3000,976
2706812,Daniel,Harris,TX,2024.0,9000,6976
2705709,Matthew,Johnson,TX,2023.0,6000,3977
2706299,Barbara,Martinez,TX,2023.0,9000,6977
2705767,Daniel,Martinez,TX,2021.0,3000,979
2708093,Christopher,Johnson,TX,2016.0,4500,2484
2700512,Joseph,Martinez,TX,2014.0,6000,3986
2704555,Susan,Sanchez,TX,2011.0,9000,6989
2702506,Richard,Rodriguez,TX,2010.0,12000,9990
2709789,Mark,Miller,TX,2005.0,2500,495
2701252,William,Clark,TX,2005.0,2500,495
2704704,Thomas,Johnson,TX,1996.0,3000,1004
2708699,Michael,Perez,TX,1982.0,2000,18
2704247,Sarah,Wilson,TX,1982.0,3000,1018
2704862,Jessica,Anderson,TX,1980.0,12000,10020
2705215,Charles,Martinez,TX,1979.0,4500,2521
2704412,Jessica,Robinson,TX,1976.0,2500,524
2706088,William,Smith,TX,1975.0,9000,7025
2702055,Mary,White,TX,1971.0,2000,29
2709246,Thomas,Harris,TX,1969.0,6000,4031
2706690,Matthew,Harris,TX,1968.0,12000,10032
2709672,Matthew,Garcia,TX,1966.0,2500,534
2703891,Barbara,Gonzalez,TX,1966.0,3000,1034
2703348,Jessica,Smith,TX,1965.0,2000,35
2707545,Anthony,Rodriguez,TX,1962.0,3000,1038
2708733,Betty,Davis,TX,1962.0,2000,38
2705383,Karen,Lee,TX,1960.0,2000,40
2705023,John,Taylor,TX,1960.0,6000,4040
2707396,Jessica,Harris,TX,1959.0,2000,41
2705072,Susan,Martin,TX,1958.0,2000,42
2706478,Patricia,Clark,TX,1957.0,2500,543
2707795,Joseph,Williams,TX,1955.0,2500,545
2706373,Daniel,Martinez,TX,1953.0,3000,1047
2708095,Nancy,Taylor,TX,1951.0,2000,49
2707193,Mark,Sanchez,TX,1940.0,2000,60
2702693,Karen,Lopez,TX,1938.0,2000,62
2709341,William,Harris,TX,1935.0,3000,1065
2703851,Karen,Smith,TX,1927.0,9000,7073
2702648,Richard,Sanchez,TX,1927.0,2500,573
2704360,Charles,Clark,TX,1924.0,2500,576
2709935,James,Davis,TX,1918.0,9000,7082
2705419,Margaret,Rodriguez,TX,1917.0,9000,7083
2700425,Mary,Martinez,TX,1915.0,2000,85
2703275,Michael,Brown,TX,1915.0,2000,85
2707214,Mary,Martin,TX,1912.0,3000,1088
2705469,Jessica,Clark,TX,1909.0,4500,2591
2709726,Jennifer,Hernandez,TX,1909.0,4500,2591
2700224,William,Robinson,TX,1904.0,2000,96
2709032,James,Thomas,TX,1901.0,3000,1099
2700952,Daniel,Hernandez,TX,1898.0,12000,10102
2706382,Sandra,Clark,TX,1885.0,2000,115
2705558,David,Brown,TX,1880.0,3000,1120
2707088,James,Johnson,TX,1877.0,6000,4123
2702228,Thomas,Davis,TX,1876.0,2500,624
2709423,Linda,Williams,TX,1874.0,2000,126
2708166,Margaret,Harris,TX,1873.0,3000,1127
2704378,John,Ramirez,TX,1869.0,2500,631
2709089,Mary,Ramirez,TX,1868.0,6000,4132
2706777,Nancy,Anderson,TX,1864.0,3000,1136
2707172,Thomas,Harris,TX,1860.0,2500,640
2706634,Daniel,Smith,TX,1859.0,3000,1141
2702744,David,Brown,TX,1853.0,2500,647
2700977,Linda,Moore,TX,1850.0,2500,650
2707440,Anthony,Sanchez,TX,1849.0,3000,1151
2700639,Lisa,Sanchez,TX,1846.0,2500,654
2701452,Michael,Williams,TX,1841.0,2000,159
2700249,Betty,Davis,TX,1841.0,9000,7159
2705873,Charles,White,TX,1839.0,2000,161
2705914,Michael,Garcia,TX,1838.0,3000,1162
2706919,Joseph,Lee,TX,1838.0,3000,1162
2709069,Elizabeth,Robinson,TX,1833.0,3000,1167
2706858,David,Perez,TX,1833.0,2000,167
2707231,Joseph,Ramirez,TX,1832.0,2000,168
2700693,Sandra,Hernandez,TX,1832.0,2000,168
2701977,Charles,Smith,TX,1831.0,2000,169
2709231,Anthony,Martinez,TX,1831.0,4500,2669
2709683,Karen,Ramirez,TX,1830.0,6000,4170
2708988,Matthew,Thomas,TX,1830.0,4500,2670
2707509,Lisa,Harris,TX,1829.0,9000,7171
2709361,Jessica,Rodriguez,TX,1827.0,2000,173
2702492,Joseph,Taylor,TX,1826.0,3000,1174
2709902,Thomas,Rodriguez,TX,1824.0,4500,2676
2707596,Sandra,Jones,TX,1822.0,3000,1178
2704643,Robert,Brown,TX,1821.0,2000,179
2707474,Elizabeth,Ramirez,TX,1819.0,2500,681
2701727,Mark,Gonzalez,TX,1816.0,9000,7184
2709827,Patricia,Jackson,TX,1816.0,2000,184
2701204,Nancy,Hernandez,TX,1814.0,6000,4186
2703353,Barbara,White,TX,1811.0,2000,189
2707197,Elizabeth,Wilson,TX,1804.0,3000,1196
2709615,Nancy,Jackson,TX,1804.0,2500,696
2709997,Lisa,Wilson,TX,1802.0,12000,10198
2703370,Mary,Williams,TX,1801.0,2000,199
2705156,David,Williams,TX,1801.0,2500,699
2705319,Jessica,Jackson,TX,1798.0,6000,4202
2708424,David,Harris,TX,1795.0,6000,4205
2708213,Matthew,Anderson,TX,1795.0,1800,5
2702053,Lisa,Garcia,TX,1789.0,2500,711
2703609,Margaret,Gonzalez,TX,1789.0,6000,4211
2700190,Patricia,Harris,TX,1789.0,12000,10211
2709764,Margaret,White,TX,1788.0,1800,12
2708970,John,Jackson,TX,1787.0,1800,13
2701992,Margaret,Martinez,TX,1785.0,3000,1215
2707578,John,Rodriguez,TX,1774.0,1800,26
2700176,Thomas,Johnson,TX,1773.0,4500,2727
2706126,Daniel,Martin,TX,1772.0,2000,228
2709513,Lisa,Hernandez,TX,1772.0,9000,7228
2702887,Patricia,Johnson,TX,1772.0,1800,28
2707250,Linda,Lee,TX,1772.0,4500,2728
2709353,John,Moore,TX,1770.0,4500,2730
2705786,Michael,Thompson,TX,1764.0,3000,1236
2708342,Betty,Davis,TX,1763.0,2000,237
2709085,William,Ramirez,TX,1762.0,2000,238
2706707,Mary,Martinez,TX,1761.0,3000,1239
2704050,Lisa,Johnson,TX,1760.0,3000,1240
2700048,Richard,Robinson,TX,1759.0,6000,4241
2709150,Patricia,Anderson,TX,1755.0,2000,245
2702245,Nancy,Sanchez,TX,1755.0,9000,7245
2705693,Patricia,Lewis,TX,1754.0,1800,46
2702738,Joseph,Martin,TX,1752.0,4500,2748
2702587,Christopher,Brown,TX,1750.0,2500,750
2700547,Michael,Clark,TX,1749.0,2500,751
2700564,Christopher,Hernandez,TX,1749.0,6000,4251
2700931,Lisa,Miller,TX,1749.0,2500,751
2708025,Margaret,Jackson,TX,1749.0,4500,2751
2705428,Robert,Gonzalez,TX,1748.0,1800,52
2706074,James,Moore,TX,1747.0,9000,7253
2700280,Anthony,Johnson,TX,1747.0,2500,753
2705329,Margaret,Thomas,TX,1746.0,4500,2754
2704684,Susan,Rodriguez,TX,1746.0,1800,54
2700902,Elizabeth,White,TX,1742.0,3000,1258
2702643,David,Jackson,TX,1739.0,1800,61
2703423,Christopher,Lewis,TX,1736.0,2500,764
2704694,Margaret,Harris,TX,1736.0,2000,264
2703044,Nancy,Ramirez,TX,1734.0,1800,66
2701543,Lisa,Garcia,TX,1732.0,2000,268
2707758,Mary,Robinson,TX,1731.0,2500,769
2703954,Lisa,Hernandez,TX,1730.0,1800,70
2703089,Anthony,Rodriguez,TX,1728.0,3000,1272
2707753,Matthew,Lewis,TX,1724.0,3000,1276
2709495,Betty,Garcia,TX,1723.0,1800,77
2709297,James,Martin,TX,1723.0,1800,77
2704019,Patricia,Gonzalez,TX,1723.0,12000,10277
2706632,Jennifer,Anderson,TX,1722.0,9000,7278
2700349,Robert,Robinson,TX,1717.0,4500,2783
2708583,Linda,Sanchez,TX,1717.0,1800,83
2701647,Susan,Moore,TX,1715.0,2500,785
2707555,Lisa,Thompson,TX,1705.0,2000,295
2701360,Mary,Williams,TX,1702.0,9000,7298
2701640,Betty,Lopez,TX,1701.0,2000,299
2704155,Michael,Lopez,TX,1701.0,1800,99
2708155,Jennifer,Gonzalez,TX,1700.0,2000,300
2701809,Barbara,Lewis,TX,1698.0,2000,302
2707383,Elizabeth,Lopez,TX,1693.0,6000,4307
2707953,Mark,Harris,TX,1693.0,12000,10307
2703947,Sandra,Ramirez,TX,1690.0,6000,4310
2704054,Elizabeth,Taylor,TX,1689.0,2000,311
2705503,Sandra,Martin,TX,1687.0,2000,313
2706990,David,Miller,TX,1687.0,2500,813
2706879,Margaret,Williams,TX,1687.0,3000,1313
2709052,Nancy,Brown,TX,1686.0,2000,314
2702857,Joseph,Lewis,TX,1686.0,6000,4314
2702605,David,Wilson,TX,1683.0,2500,817
2700923,John,White,TX,1681.0,9000,7319
2709272,Lisa,Johnson,TX,1679.0,1800,121
2701271,Susan,Williams,TX,1679.0,6000,4321
2704581,Richard,Taylor,TX,1675.0,3000,1325
2705055,Jennifer,Moore,TX,1674.0,4500,2826
2708419,Jennifer,Rodriguez,TX,1669.0,1800,131
2704875,Elizabeth,Moore,TX,1667.0,2500,833
2706771,Barbara,Smith,TX,1665.0,2000,335
2707037,Anthony,Robinson,TX,1663.0,2500,837
2708451,Karen,Gonzalez,TX,1661.0,2000,339
2709394,Barbara,Taylor,TX,1660.0,6000,4340
2700668,Mary,Perez,TX,1660.0,9000,7340
2705751,Richard,Lee,TX,1656.0,4500,2844
2704242,Betty,Davis,TX,1656.0,2000,344
2704492,Michael,Brown,TX,1654.0,2000,346
2704625,Anthony,Gonzalez,TX,1653.0,2500,847
2706329,Susan,Johnson,TX,1651.0,2000,349
2704883,Lisa,Martin,TX,1651.0,2500,849
2704571,Christopher,Williams,TX,1647.0,6000,4353
2704618,Margaret,Robinson,TX,1645.0,4500,2855
2702083,Betty,Smith,TX,1645.0,9000,7355
2706032,Barbara,Martin,TX,1644.0,1800,156
2703441,Patricia,Gonzalez,TX,1644.0,2000,356
2705501,Sandra,Moore,TX,1642.0,1800,158
2703860,Robert,Lopez,TX,1641.0,2500,859
2709466,Mark,Lee,TX,1639.0,1800,161
2706884,Charles,Thomas,TX,1637.0,1800,163
2702888,Susan,Clark,TX,1634.0,6000,4366
2707696,Charles,Rodriguez,TX,1633.0,2500,867
2706523,Mark,Lee,TX,1628.0,1800,172
2701912,Charles,Harris,TX,1627.0,3000,1373
2706701,Betty,Brown,TX,1625.0,9000,7375
2704349,Karen,Taylor,TX,1621.0,2500,879
2706152,Charles,Sanchez,TX,1620.0,3000,1380
2704366,Patricia,Garcia,TX,1620.0,3000,1380
2701351,Mary,Williams,TX,1618.0,2000,382
2704891,Michael,Taylor,TX,1618.0,6000,4382
2704929,Joseph,Brown,TX,1617.0,2000,383
2709018,Christopher,Moore,TX,1617.0,4500,2883
2702546,Thomas,Jackson,TX,1615.0,2500,885
2707063,Robert,Smith,TX,1611.0,4500,2889
2707919,Karen,Perez,TX,1611.0,4500,2889
2701593,James,Lopez,TX,1609.0,3000,1391
2709081,Sandra,Hernandez,TX,1607.0,6000,4393
2701585,Susan,Harris,TX,1604.0,1800,196
2701048,Sandra,Garcia,TX,1604.0,12000,10396
2701884,Daniel,Johnson,TX,1603.0,3000,1397
2701550,Barbara,Moore,TX,1602.0,2500,898
2704557,Betty,White,TX,1600.0,4500,2900
2704700,Thomas,Jones,TX,1598.0,2500,902
2703565,Daniel,Miller,TX,1597.0,6000,4403
2705110,Barbara,Rodriguez,TX,1595.0,3000,1405
2704909,William,Rodriguez,TX,1594.0,1800,206
2702935,John,Gonzalez,TX,1591.0,2000,409
2707290,Thomas,Taylor,TX,1591.0,9000,7409
2701117,Charles,Ramirez,TX,1587.0,2500,913
2703137,Daniel,Williams,TX,1587.0,2000,413
2703831,Jessica,Brown,TX,1584.0,2000,416
2701397,Elizabeth,Thompson,TX,1583.0,2000,417
2708872,Lisa,White,TX,1583.0,6000,4417
2709206,Elizabeth,Hernandez,TX,1582.0,1800,218
2700842,John,Jackson,TX,1582.0,3000,1418
2701213,Lisa,Sanchez,TX,1578.0,6000,4422
2706889,John,Garcia,TX,1577.0,2000,423
2703869,James,Martinez,TX,1577.0,1800,223
2703800,Jessica,Thompson,TX,1576.0,4500,2924
