DefendantID,CustomersFirstName,CustomersLastName,CustomersAddress1,CustomersCity,CustomersState,CustomersZIP,TotalBilled,TotalReceived,AccountBalance
2701519,Sarah,Gonzalez,3808 Sunset Blvd,Dallas,TX,75201,9000,1730,7270
2701522,Margaret,Perez,3653 Cedar Ln,Houston,TX,77001,12000,9878,2122
2701529,James,Perez,8610 4th St,San Antonio,TX,78201,6000,1513,4487
2701530,Margaret,Lee,8777 Ridgeway Dr,El Paso,TX,79901,3000,1950,1050
2701532,Daniel,Sanchez,5515 Main St,El Paso,TX,79901,6000,5469,531
2701543,Lisa,Garcia,9534 Forest Ave,Fort Worth,TX,76101,2000,268,1732
2701544,Barbara,Johnson,5674 Main St,Fort Worth,TX,76101,2000,1698,302
2701545,James,Smith,3568 Walnut St,Dallas,TX,75201,9000,4997,4003
2701550,Barbara,Moore,5371 Lakeview Dr,San Antonio,TX,78201,2500,898,1602
2701558,John,Clark,6939 Cedar Ln,San Antonio,TX,78201,12000,11888,112
2701559,Linda,Rodriguez,870 4th St,Dallas,TX,75201,12000,6178,5822
2701561,Charles,Williams,5817 Spruce St,Fort Worth,TX,76101,3000,1491,1509
2701572,Charles,Jackson,9567 Sunset Blvd,Houston,TX,77001,1000,22,978
2701574,Mark,Lopez,7803 Elm St,San Antonio,TX,78201,4500,1824,2676
2701575,Mark,Brown,5428 3rd St,Austin,TX,73301,12000,11623,377
2701583,Joseph,Garcia,8372 Pine Ave,San Antonio,TX,78201,6000,5154,846
2701585,Susan,Harris,7740 Main St,Houston,TX,77001,1800,196,1604
2701586,Mark,Wilson,2566 Forest Ave,San Antonio,TX,78201,3000,1939,1061
2701588,Mark,Wilson,1557 Main St,San Antonio,TX,78201,3000,1585,1415
2701590,Michael,Lee,9487 Hillcrest Rd,Dallas,TX,75201,1800,334,1466
2701593,James,Lopez,2049 Forest Ave,Houston,TX,77001,3000,1391,1609
2701596,Nancy,Thomas,4910 3rd St,El Paso,TX,79901,1000,612,388
2701606,Linda,Perez,366 Main St,El Paso,TX,79901,9000,2116,6884
2701614,Joseph,Lee,6767 Sunset Blvd,Dallas,TX,75201,6000,320,5680
2701615,Christopher,White,6200 Elm St,Houston,TX,77001,1800,330,1470
2701620,Betty,Harris,3865 Cherry Ln,El Paso,TX,79901,4500,1069,3431
2701621,Mark,Thomas,8076 Spruce St,El Paso,TX,79901,12000,3539,8461
2701626,Sandra,Ramirez,4405 Ridgeway Dr,Fort Worth,TX,76101,1800,864,936
2701629,Joseph,Sanchez,838 2nd St,Austin,TX,73301,3000,515,2485
2701631,Daniel,Taylor,9608 Pine Ave,Fort Worth,TX,76101,1000,520,480
2701633,Patricia,Robinson,1988 Ridgeway Dr,El Paso,TX,79901,9000,3312,5688
2701640,Betty,Lopez,5214 4th St,Dallas,TX,75201,2000,299,1701
2701646,Barbara,Martin,1846 Lakeview Dr,Houston,TX,77001,2500,1209,1291
2701647,Susan,Moore,1544 Hillcrest Rd,Austin,TX,73301,2500,785,1715
2701664,Linda,Miller,5360 Cherry Ln,Dallas,TX,75201,1000,69,931
2701665,Sarah,Smith,4191 2nd St,San Antonio,TX,78201,1500,488,1012
2701671,Lisa,Taylor,3916 Lakeview Dr,El Paso,TX,79901,1800,1785,15
2701673,Robert,Lopez,9873 4th St,Dallas,TX,75201,1800,1233,567
2701678,Elizabeth,Martinez,3479 Maple Ave,Dallas,TX,75201,9000,7707,1293
2701679,Elizabeth,White,1072 Ridgeway Dr,San Antonio,TX,78201,2500,2072,428
2701681,William,Lopez,3960 Lakeview Dr,Houston,TX,77001,12000,2958,9042
2701693,Mary,Smith,7798 Birch St,Fort Worth,TX,76101,1500,1487,13
2701695,Mark,Brown,264 Birch St,Houston,TX,77001,2000,1457,543
2701713,Jessica,Taylor,8021 Main St,Houston,TX,77001,1000,746,254
2701716,Jessica,Moore,9150 Washington St,Fort Worth,TX,76101,1500,1461,39
2701727,Mark,Gonzalez,3142 Elm St,Dallas,TX,75201,9000,7184,1816
2701732,Jessica,Clark,7658 Pine Ave,San Antonio,TX,78201,9000,8511,489
2701733,Michael,Robinson,1215 Lakeview Dr,Houston,TX,77001,12000,1075,10925
2701734,Anthony,Brown,8673 Walnut St,Dallas,TX,75201,1800,1297,503
2701737,David,Moore,2752 Sunset Blvd,San Antonio,TX,78201,3000,788,2212
2701749,Barbara,Lopez,966 Maple Ave,Dallas,TX,75201,1800,937,863
2701757,Sandra,Sanchez,4019 Washington St,San Antonio,TX,78201,3000,2643,357
2701763,John,Gonzalez,8126 Washington St,Dallas,TX,75201,9000,1493,7507
2701767,Sarah,Lewis,1232 Ridgeway Dr,El Paso,TX,79901,1000,785,215
2701769,Sandra,Thompson,4895 Cedar Ln,Fort Worth,TX,76101,6000,766,5234
2701780,Thomas,Wilson,2408 Washington St,El Paso,TX,79901,9000,3911,5089
2701784,Christopher,Brown,1912 Lakeview Dr,Fort Worth,TX,76101,12000,1321,10679
2701785,Sandra,Williams,1998 Elm St,Houston,TX,77001,3000,2506,494
2701789,Robert,Gonzalez,2009 Walnut St,Austin,TX,73301,4500,441,4059
2701802,William,Sanchez,740 Spruce St,El Paso,TX,79901,2500,1805,695
2701804,Lisa,Martin,1619 Cherry Ln,Houston,TX,77001,6000,533,5467
2701806,Nancy,Robinson,8412 Pine Ave,Fort Worth,TX,76101,1000,445,555
2701809,Barbara,Lewis,1878 Lakeview Dr,San Antonio,TX,78201,2000,302,1698
2701812,Anthony,Gonzalez,5602 4th St,Fort Worth,TX,76101,9000,3393,5607
2701816,Linda,White,6509 Maple Ave,El Paso,TX,79901,9000,5835,3165
2701820,Mary,Clark,1211 Main St,El Paso,TX,79901,9000,4685,4315
2701826,James,Jones,2689 Maple Ave,San Antonio,TX,78201,1000,79,921
2701830,Robert,Gonzalez,6492 Court St,El Paso,TX,79901,2500,57,2443
2701832,David,Thompson,6655 Sunset Blvd,Austin,TX,73301,1000,515,485
2701839,Daniel,Wilson,2036 Spruce St,Dallas,TX,75201,2500,1882,618
2701843,Joseph,Jackson,4708 Sunset Blvd,El Paso,TX,79901,12000,2331,9669
2701844,Mary,Lopez,1472 Spruce St,San Antonio,TX,78201,4500,1755,2745
2701847,Jennifer,Miller,452 Lakeview Dr,Fort Worth,TX,76101,2000,1403,597
2701859,Mark,Williams,2580 Forest Ave,Fort Worth,TX,76101,3000,623,2377
2701864,Margaret,Thompson,5527 4th St,Houston,TX,77001,9000,8573,427
2701874,Patricia,Williams,480 Hillcrest Rd,Houston,TX,77001,3000,2571,429
2701877,Mark,Wilson,1055 Birch St,Houston,TX,77001,6000,3491,2509
2701883,Susan,Hernandez,9757 Cedar Ln,El Paso,TX,79901,6000,2004,3996
2701884,Daniel,Johnson,4451 3rd St,San Antonio,TX,78201,3000,1397,1603
2701887,Daniel,Clark,3622 Walnut St,Dallas,TX,75201,1800,1303,497
2701899,Robert,Martin,8718 Washington St,Austin,TX,73301,1500,36,1464
2701900,Anthony,Brown,6328 Hillcrest Rd,El Paso,TX,79901,12000,1159,10841
2701901,Charles,Williams,7628 Lakeview Dr,Houston,TX,77001,2000,1869,131
2701911,Nancy,Miller,3150 Washington St,Austin,TX,73301,4500,1967,2533
2701912,Charles,Harris,9499 Washington St,Dallas,TX,75201,3000,1373,1627
2701913,Charles,Miller,4170 Birch St,San Antonio,TX,78201,1500,852,648
2701923,Susan,Sanchez,6403 Cherry Ln,El Paso,TX,79901,2000,1119,881
2701926,Charles,Rodriguez,259 Pine Ave,El Paso,TX,79901,12000,8119,3881
2701932,Jennifer,Clark,2916 Court St,Houston,TX,77001,2000,1586,414
2701940,William,Clark,377 Walnut St,Austin,TX,73301,6000,5749,251
2701944,Margaret,Harris,8538 2nd St,Austin,TX,73301,1000,862,138
2701946,Susan,Wilson,5303 Forest Ave,Dallas,TX,75201,4500,1875,2625
2701947,Jennifer,Martin,7204 Pine Ave,San Antonio,TX,78201,12000,6733,5267
2701954,Susan,Miller,7221 Main St,San Antonio,TX,78201,1800,751,1049
2701957,John,Gonzalez,4053 Forest Ave,Houston,TX,77001,4500,3621,879
2701970,Linda,Jones,4303 Cedar Ln,El Paso,TX,79901,12000,4094,7906
2701976,Linda,White,4764 Cherry Ln,Houston,TX,77001,12000,7285,4715
2701977,Charles,Smith,7439 Washington St,Dallas,TX,75201,2000,169,1831
2701992,Margaret,Martinez,9215 Court St,Austin,TX,73301,3000,1215,1785
2701994,Charles,Jones,2340 Elm St,Houston,TX,77001,12000,7945,4055
2701995,Patricia,Lewis,7864 Walnut St,Austin,TX,73301,9000,4706,4294
2702000,Karen,Davis,2870 2nd St,Fort Worth,TX,76101,1000,71,929
2702006,Barbara,Davis,4421 Pine Ave,Dallas,TX,75201,2000,1321,679
2702017,Susan,Gonzalez,1006 Walnut St,San Antonio,TX,78201,2000,1122,878
2702021,Charles,Harris,4849 Elm St,El Paso,TX,79901,1800,1588,212
2702022,Nancy,White,7219 Elm St,Fort Worth,TX,76101,9000,8747,253
2702025,Sarah,Williams,6609 3rd St,Dallas,TX,75201,2000,1122,878
2702033,Susan,Sanchez,4706 Walnut St,Austin,TX,73301,1500,1253,247
2702034,Mary,Lee,8933 Pine Ave,El Paso,TX,79901,6000,3586,2414
2702044,Robert,Rodriguez,5916 4th St,Austin,TX,73301,1500,1210,290
2702045,David,Martinez,2287 Sunset Blvd,Dallas,TX,75201,2500,1288,1212
2702046,Richard,Wilson,6686 Forest Ave,Austin,TX,73301,3000,34,2966
2702048,Susan,Hernandez,787 Main St,Dallas,TX,75201,12000,1804,10196
2702053,Lisa,Garcia,4890 Washington St,San Antonio,TX,78201,2500,711,1789
2702055,Mary,White,3857 Elm St,Austin,TX,73301,2000,29,1971
2702063,Sandra,White,1294 Hillcrest Rd,El Paso,TX,79901,3000,2457,543
2702068,Susan,White,7966 Court St,San Antonio,TX,78201,6000,426,5574
2702080,Christopher,Lopez,3913 Washington St,El Paso,TX,79901,2000,1906,94
2702083,Betty,Smith,4869 Sunset Blvd,Dallas,TX,75201,9000,7355,1645
2702086,Barbara,Hernandez,2610 Maple Ave,Fort Worth,TX,76101,1500,729,771
2702093,Thomas,Rodriguez,7430 Washington St,Austin,TX,73301,3000,1440,1560
2702094,Joseph,Garcia,6741 Lakeview Dr,San Antonio,TX,78201,12000,4182,7818
2702102,Anthony,Lopez,8563 Sunset Blvd,El Paso,TX,79901,2000,1300,700
2702104,Jessica,Martin,3965 Spruce St,Houston,TX,77001,1000,540,460
2702107,Christopher,Ramirez,5842 Birch St,Dallas,TX,75201,2500,243,2257
2702125,Thomas,Lopez,2292 Washington St,El Paso,TX,79901,1800,897,903
2702126,John,Lopez,8482 Birch St,Dallas,TX,75201,4500,3040,1460
2702129,Karen,Lewis,7614 3rd St,San Antonio,TX,78201,4500,404,4096
2702130,William,Jones,247 Pine Ave,Austin,TX,73301,3000,973,2027
2702133,Anthony,Smith,9006 Spruce St,Fort Worth,TX,76101,2500,1907,593
2702135,Patricia,Robinson,719 Birch St,Dallas,TX,75201,1500,1152,348
2702139,Lisa,Garcia,6975 Hillcrest Rd,Austin,TX,73301,2500,1261,1239
2702149,Jennifer,Jackson,1620 Main St,Houston,TX,77001,1500,1111,389
2702150,Betty,Lewis,3204 Sunset Blvd,Austin,TX,73301,6000,1441,4559
2702158,John,Lopez,3350 Birch St,El Paso,TX,79901,9000,1582,7418
2702162,Betty,Brown,6276 Cedar Ln,El Paso,TX,79901,12000,6851,5149
2702163,Betty,Smith,5225 Main St,Houston,TX,77001,2000,1548,452
2702164,Sandra,Johnson,9949 Lakeview Dr,Austin,TX,73301,9000,5628,3372
2702172,Jennifer,Lopez,7739 Ridgeway Dr,El Paso,TX,79901,6000,2331,3669
2702174,Anthony,Williams,8396 Cedar Ln,Fort Worth,TX,76101,1000,783,217
2702175,Susan,Smith,1119 Maple Ave,Houston,TX,77001,9000,2491,6509
2702180,Elizabeth,Rodriguez,299 Walnut St,Austin,TX,73301,2000,753,1247
2702183,Christopher,Johnson,956 Lakeview Dr,Austin,TX,73301,1500,38,1462
2702190,Jessica,Lee,9289 Main St,Austin,TX,73301,1800,1166,634
2702191,Sarah,Clark,7714 4th St,Houston,TX,77001,9000,1255,7745
2702194,Margaret,Brown,1067 Pine Ave,Fort Worth,TX,76101,6000,1282,4718
2702195,Jessica,Perez,5111 2nd St,Houston,TX,77001,2000,1742,258
2702196,Jennifer,Wilson,4962 2nd St,Fort Worth,TX,76101,1500,653,847
2702201,Mark,Clark,2225 Pine Ave,Austin,TX,73301,1500,1118,382
2702202,John,Miller,9226 2nd St,El Paso,TX,79901,4500,781,3719
2702209,Margaret,Hernandez,7330 Maple Ave,Dallas,TX,75201,2000,899,1101
2702213,Betty,Robinson,2027 Cedar Ln,Dallas,TX,75201,1000,421,579
2702214,Mary,Perez,9886 Walnut St,San Antonio,TX,78201,1800,457,1343
2702220,Linda,Jones,4463 Main St,Austin,TX,73301,3000,2313,687
2702221,Nancy,Ramirez,8264 Hillcrest Rd,San Antonio,TX,78201,12000,6313,5687
2702223,Nancy,Wilson,2022 3rd St,El Paso,TX,79901,3000,2106,894
2702228,Thomas,Davis,1905 Cedar Ln,Houston,TX,77001,2500,624,1876
2702230,Linda,Rodriguez,3885 Washington St,Dallas,TX,75201,4500,657,3843
2702231,Anthony,Miller,7865 Birch St,El Paso,TX,79901,3000,366,2634
2702233,William,Thompson,4629 Elm St,Austin,TX,73301,2500,2029,471
2702234,Charles,Lopez,3800 Oak St,Dallas,TX,75201,12000,11389,611
2702238,Lisa,Martinez,5165 Cedar Ln,Houston,TX,77001,1000,357,643
2702239,Jennifer,Gonzalez,479 Lakeview Dr,El Paso,TX,79901,2000,434,1566
2702240,Jessica,Jones,9464 4th St,Dallas,TX,75201,1000,817,183
2702241,Elizabeth,Jackson,3574 Sunset Blvd,Houston,TX,77001,1000,228,772
2702244,David,Garcia,5928 Maple Ave,San Antonio,TX,78201,1800,403,1397
2702245,Nancy,Sanchez,6167 Walnut St,Austin,TX,73301,9000,7245,1755
2702250,Joseph,Thompson,8879 Oak St,Fort Worth,TX,76101,4500,4211,289
2702273,Mary,Davis,5576 Maple Ave,Austin,TX,73301,1800,1245,555
2702277,Linda,Hernandez,6559 3rd St,San Antonio,TX,78201,4500,1202,3298
2702280,Jennifer,Garcia,5629 Pine Ave,Austin,TX,73301,6000,2629,3371
2702290,John,Martinez,7757 Court St,San Antonio,TX,78201,1800,1530,270
2702292,Sarah,Moore,6537 Lakeview Dr,Dallas,TX,75201,1000,971,29
2702293,Jessica,Lewis,4344 Cedar Ln,Austin,TX,73301,2000,972,1028
2702295,Jessica,Sanchez,2785 Court St,Houston,TX,77001,1000,670,330
2702296,Linda,Thomas,1272 Elm St,Fort Worth,TX,76101,1000,195,805
2702300,Matthew,Thomas,7443 Oak St,Houston,TX,77001,1500,644,856
2702302,Joseph,Robinson,6731 Maple Ave,El Paso,TX,79901,12000,7673,4327
2702311,Charles,Perez,7466 Maple Ave,San Antonio,TX,78201,1800,769,1031
2702320,Karen,Jones,1716 Maple Ave,El Paso,TX,79901,3000,815,2185
2702321,Margaret,Lopez,8718 Hillcrest Rd,Houston,TX,77001,1800,240,1560
2702322,Christopher,White,7208 Washington St,Houston,TX,77001,3000,1941,1059
2702323,Richard,Moore,8576 Court St,El Paso,TX,79901,4500,1721,2779
2702324,Matthew,Wilson,752 4th St,Houston,TX,77001,1500,1401,99
2702325,Elizabeth,Williams,9085 Ridgeway Dr,El Paso,TX,79901,4500,3583,917
2702328,Jessica,Robinson,4123 Cherry Ln,Fort Worth,TX,76101,1500,1112,388
2702333,Daniel,Lee,4814 4th St,San Antonio,TX,78201,6000,2851,3149
2702335,David,White,6019 Hillcrest Rd,Fort Worth,TX,76101,2500,277,2223
2702339,Karen,Davis,2750 Washington St,San Antonio,TX,78201,2500,1254,1246
2702341,Joseph,Jones,3444 Washington St,San Antonio,TX,78201,3000,1846,1154
2702350,Robert,Johnson,3801 Walnut St,Austin,TX,73301,4500,2352,2148
2702359,Matthew,Smith,7420 Ridgeway Dr,El Paso,TX,79901,4500,646,3854
2702361,Sandra,Hernandez,4622 Main St,Houston,TX,77001,12000,11789,211
2702362,Christopher,Garcia,5490 Pine Ave,Houston,TX,77001,12000,8308,3692
2702365,Joseph,Williams,4333 Maple Ave,Austin,TX,73301,9000,4965,4035
2702376,Nancy,Rodriguez,5642 Main St,San Antonio,TX,78201,2000,1316,684
2702388,Betty,Brown,7420 Cedar Ln,Dallas,TX,75201,12000,1650,10350
2702392,Nancy,Garcia,8429 Elm St,San Antonio,TX,78201,4500,3130,1370
2702403,Sandra,Jones,4968 Spruce St,Dallas,TX,75201,9000,4007,4993
2702409,Daniel,Perez,6406 Sunset Blvd,San Antonio,TX,78201,1500,563,937
2702411,John,Lopez,4263 3rd St,El Paso,TX,79901,1500,1089,411
2702414,Jessica,Brown,6660 Cherry Ln,San Antonio,TX,78201,1800,516,1284
2702415,Margaret,White,2624 Walnut St,San Antonio,TX,78201,12000,7435,4565
2702417,Barbara,Jackson,9427 3rd St,San Antonio,TX,78201,1500,908,592
2702420,Jennifer,Thompson,9493 2nd St,El Paso,TX,79901,12000,5789,6211
2702423,Thomas,Jones,2377 Maple Ave,El Paso,TX,79901,4500,348,4152
2702426,Robert,Wilson,1719 3rd St,El Paso,TX,79901,6000,5891,109
2702428,Richard,Hernandez,8027 Pine Ave,Austin,TX,73301,2000,742,1258
2702445,James,Hernandez,1647 3rd St,Austin,TX,73301,2500,1706,794
2702446,Anthony,Lee,4146 Ridgeway Dr,Houston,TX,77001,12000,5968,6032
2702455,Jessica,Miller,3052 Forest Ave,San Antonio,TX,78201,3000,2203,797
2702457,Nancy,Miller,8385 Pine Ave,Dallas,TX,75201,1500,451,1049
2702459,Charles,Davis,5560 Walnut St,Austin,TX,73301,6000,4969,1031
2702473,David,Lewis,252 Washington St,Houston,TX,77001,3000,1797,1203
2702476,Richard,Thomas,3793 Hillcrest Rd,Dallas,TX,75201,3000,2042,958
2702480,Lisa,Lewis,8614 3rd St,Austin,TX,73301,1800,657,1143
2702484,Sandra,Thomas,9161 Main St,Austin,TX,73301,3000,1661,1339
2702485,Karen,Clark,2252 Elm St,El Paso,TX,79901,12000,6187,5813
2702488,Joseph,Ramirez,9010 Cedar Ln,Houston,TX,77001,1000,518,482
2702492,Joseph,Taylor,9804 Birch St,El Paso,TX,79901,3000,1174,1826
2702502,Jennifer,Harris,925 Pine Ave,Houston,TX,77001,4500,199,4301
2702506,Richard,Rodriguez,9711 Forest Ave,Fort Worth,TX,76101,12000,9990,2010
2702507,Linda,Taylor,2104 Lakeview Dr,Houston,TX,77001,4500,132,4368
2702510,Mark,Thomas,8122 Ridgeway Dr,Dallas,TX,75201,1500,500,1000
2702513,Matthew,Brown,2891 3rd St,San Antonio,TX,78201,1500,1486,14
2702540,Margaret,Clark,5844 Washington St,Fort Worth,TX,76101,2500,463,2037
2702544,Betty,Ramirez,3855 Hillcrest Rd,Dallas,TX,75201,4500,3228,1272
2702546,Thomas,Jackson,4932 Birch St,San Antonio,TX,78201,2500,885,1615
2702547,Joseph,Miller,6491 Main St,Houston,TX,77001,4500,2989,1511
2702551,Sarah,White,9936 Forest Ave,El Paso,TX,79901,6000,5631,369
2702552,Christopher,Jones,4708 Walnut St,Dallas,TX,75201,6000,5469,531
2702558,Susan,Rodriguez,9488 Spruce St,Dallas,TX,75201,9000,7694,1306
2702566,Margaret,Jackson,1705 Maple Ave,San Antonio,TX,78201,4500,3704,796
2702569,Joseph,Sanchez,8159 Maple Ave,Dallas,TX,75201,2500,1334,1166
2702577,Thomas,Brown,7094 Cedar Ln,Dallas,TX,75201,9000,2947,6053
2702578,Karen,Martinez,4315 Cedar Ln,Austin,TX,73301,12000,1296,10704
2702579,Anthony,Perez,7705 Washington St,Fort Worth,TX,76101,6000,2859,3141
2702580,Patricia,Smith,4582 Forest Ave,El Paso,TX,79901,2500,174,2326
2702581,David,Smith,4895 Main St,San Antonio,TX,78201,2500,1719,781
2702582,Nancy,Harris,8104 Walnut St,Dallas,TX,75201,2000,1463,537
2702586,Margaret,Ramirez,2711 2nd St,Dallas,TX,75201,9000,1947,7053
2702587,Christopher,Brown,8974 4th St,Houston,TX,77001,2500,750,1750
2702588,Barbara,Smith,1592 Lakeview Dr,Dallas,TX,75201,2500,1603,897
2702590,Karen,Taylor,8478 Court St,San Antonio,TX,78201,4500,1280,3220
2702592,Patricia,Williams,8204 Main St,Houston,TX,77001,12000,2803,9197
2702600,Jessica,Perez,7652 Pine Ave,Austin,TX,73301,4500,370,4130
2702602,Karen,Lopez,6098 Sunset Blvd,San Antonio,TX,78201,1500,492,1008
2702605,David,Wilson,1327 Pine Ave,Dallas,TX,75201,2500,817,1683
2702608,Betty,Moore,7736 Maple Ave,Dallas,TX,75201,3000,2584,416
2702614,Barbara,Smith,5547 Sunset Blvd,Houston,TX,77001,4500,4113,387
2702620,Charles,Gonzalez,7934 2nd St,Dallas,TX,75201,3000,1492,1508
2702621,Jennifer,Williams,834 Hillcrest Rd,El Paso,TX,79901,2500,1068,1432
2702624,Nancy,Williams,9965 Elm St,San Antonio,TX,78201,3000,1592,1408
2702627,David,Jackson,5994 Oak St,Dallas,TX,75201,1500,360,1140
2702628,David,Harris,9526 Cedar Ln,San Antonio,TX,78201,1000,283,717
2702631,Mark,Thomas,2645 Court St,Dallas,TX,75201,6000,5538,462
2702635,Matthew,Davis,280 Birch St,Austin,TX,73301,1800,1118,682
2702639,Mark,Jones,1099 Spruce St,Dallas,TX,75201,1000,168,832
2702643,David,Jackson,8814 Sunset Blvd,El Paso,TX,79901,1800,61,1739
2702644,Matthew,Clark,6693 Oak St,Austin,TX,73301,9000,7865,1135
2702648,Richard,Sanchez,9705 Spruce St,Fort Worth,TX,76101,2500,573,1927
2702652,Mark,Anderson,2197 Hillcrest Rd,Fort Worth,TX,76101,6000,1095,4905
2702662,Mary,Sanchez,2023 Main St,Fort Worth,TX,76101,1800,1720,80
2702664,John,Robinson,5566 Maple Ave,Dallas,TX,75201,6000,5690,310
2702666,William,Taylor,1666 4th St,El Paso,TX,79901,1800,1494,306
2702668,Nancy,Thompson,9562 Pine Ave,San Antonio,TX,78201,12000,8078,3922
2702676,Betty,Thomas,4513 Main St,Fort Worth,TX,76101,4500,3360,1140
2702685,Nancy,Sanchez,4899 3rd St,Dallas,TX,75201,2000,496,1504
2702688,Michael,Moore,9182 Washington St,El Paso,TX,79901,12000,9468,2532
2702692,Jessica,Miller,5310 Elm St,El Paso,TX,79901,1500,166,1334
2702693,Karen,Lopez,7453 Maple Ave,Dallas,TX,75201,2000,62,1938
2702701,Mark,Moore,8734 Spruce St,San Antonio,TX,78201,1500,1424,76
2702704,Susan,Hernandez,4073 Maple Ave,El Paso,TX,79901,6000,1833,4167
2702707,James,Davis,1838 3rd St,Austin,TX,73301,1500,503,997
2702710,Linda,Miller,5035 Lakeview Dr,Austin,TX,73301,12000,7468,4532
2702713,Linda,Lee,2478 Birch St,San Antonio,TX,78201,6000,5188,812
2702715,Margaret,Anderson,4654 Elm St,El Paso,TX,79901,2000,1277,723
2702718,Lisa,Thompson,4755 4th St,San Antonio,TX,78201,12000,1750,10250
2702721,Matthew,Moore,7599 Cedar Ln,Dallas,TX,75201,4500,690,3810
2702722,Richard,Sanchez,8591 Lakeview Dr,Houston,TX,77001,4500,3948,552
2702723,Robert,Lee,5658 Main St,Fort Worth,TX,76101,3000,1568,1432
2702725,Anthony,Thomas,1720 Spruce St,San Antonio,TX,78201,12000,3865,8135
2702729,David,White,5847 Hillcrest Rd,Dallas,TX,75201,9000,5918,3082
2702730,Lisa,Smith,9465 Birch St,El Paso,TX,79901,1800,966,834
2702731,Susan,Garcia,3897 Forest Ave,Fort Worth,TX,76101,3000,2979,21
2702732,Linda,Jones,5172 Birch St,Fort Worth,TX,76101,1500,1491,9
2702734,Christopher,Robinson,8429 Lakeview Dr,Dallas,TX,75201,12000,2824,9176
2702738,Joseph,Martin,6064 Oak St,San Antonio,TX,78201,4500,2748,1752
2702741,David,White,5895 Lakeview Dr,El Paso,TX,79901,1000,839,161
2702744,David,Brown,2023 Walnut St,Austin,TX,73301,2500,647,1853
2702747,Margaret,Thompson,2042 Oak St,San Antonio,TX,78201,9000,8286,714
2702751,Jennifer,Rodriguez,9374 Washington St,Houston,TX,77001,1000,161,839
2702752,Sarah,Rodriguez,9806 Washington St,San Antonio,TX,78201,1800,951,849
2702763,Linda,Miller,9709 Hillcrest Rd,Fort Worth,TX,76101,1000,68,932
2702766,Elizabeth,Davis,1704 Sunset Blvd,Houston,TX,77001,6000,5775,225
2702776,Margaret,Lopez,436 Spruce St,Dallas,TX,75201,12000,5614,6386
2702783,Lisa,Moore,7502 Lakeview Dr,Houston,TX,77001,12000,10849,1151
2702791,Daniel,Jackson,726 4th St,Houston,TX,77001,3000,170,2830
2702793,Richard,Lopez,7261 Oak St,Austin,TX,73301,4500,3621,879
2702795,Linda,Perez,3033 Court St,San Antonio,TX,78201,2500,1486,1014
2702800,Barbara,Perez,1736 Cherry Ln,Dallas,TX,75201,6000,3209,2791
2702803,Mary,Miller,6627 Sunset Blvd,Fort Worth,TX,76101,3000,2838,162
2702808,Michael,Moore,242 Oak St,Dallas,TX,75201,1000,564,436
2702809,Margaret,White,1125 Cherry Ln,El Paso,TX,79901,1500,461,1039
2702820,Karen,Martinez,9029 Forest Ave,Dallas,TX,75201,1000,479,521
2702821,Michael,Ramirez,3392 Washington St,Dallas,TX,75201,9000,5366,3634
2702823,Charles,Robinson,9591 Hillcrest Rd,Dallas,TX,75201,6000,5204,796
2702830,Daniel,Lewis,9981 Walnut St,Houston,TX,77001,4500,4460,40
2702834,Mary,Lewis,1827 2nd St,Houston,TX,77001,2500,172,2328
2702842,Richard,Williams,2385 Cedar Ln,San Antonio,TX,78201,1000,766,234
2702848,Robert,Rodriguez,176 Main St,Houston,TX,77001,2000,824,1176
2702849,Daniel,White,4413 Ridgeway Dr,San Antonio,TX,78201,3000,1431,1569
2702853,Richard,Moore,6340 Pine Ave,San Antonio,TX,78201,2500,1566,934
2702857,Joseph,Lewis,7407 Washington St,Austin,TX,73301,6000,4314,1686
2702859,Karen,Williams,241 2nd St,El Paso,TX,79901,1500,1077,423
2702865,Sandra,Jackson,3414 Spruce St,Houston,TX,77001,1500,835,665
2702866,Robert,Taylor,855 Cedar Ln,El Paso,TX,79901,9000,359,8641
2702871,Elizabeth,Martin,6902 Hillcrest Rd,San Antonio,TX,78201,12000,7760,4240
2702872,Mark,Hernandez,3632 Ridgeway Dr,Austin,TX,73301,4500,1976,2524
2702873,Barbara,Smith,4704 Hillcrest Rd,El Paso,TX,79901,2000,487,1513
2702875,Matthew,Hernandez,1125 Spruce St,Houston,TX,77001,9000,5123,3877
2702881,Charles,Ramirez,9999 Cherry Ln,Fort Worth,TX,76101,1800,1473,327
2702887,Patricia,Johnson,8885 Walnut St,Houston,TX,77001,1800,28,1772
2702888,Susan,Clark,781 Cherry Ln,Dallas,TX,75201,6000,4366,1634
2702892,Anthony,Garcia,644 Hillcrest Rd,Houston,TX,77001,1000,779,221
2702895,Betty,Garcia,5495 Lakeview Dr,San Antonio,TX,78201,4500,4328,172
2702902,Susan,Anderson,5233 Main St,Dallas,TX,75201,1800,616,1184
2702903,Joseph,Taylor,5956 Sunset Blvd,San Antonio,TX,78201,1000,104,896
2702910,Michael,Martin,7807 Maple Ave,Austin,TX,73301,9000,6431,2569
2702912,Patricia,Robinson,1126 3rd St,Fort Worth,TX,76101,1800,653,1147
2702913,Lisa,Hernandez,5926 Walnut St,San Antonio,TX,78201,2500,1840,660
2702915,Karen,Garcia,6437 Birch St,Fort Worth,TX,76101,1800,252,1548
2702922,Mary,Davis,5491 Maple Ave,Houston,TX,77001,4500,3874,626
